index,CODIGO,CLIENTE,NS,FALLA,OBSERVACIONES,FECHAINGRESO,HORAINGRESO,RECEPCIONADO,TECNICO,INFORMETALLER,FECHATERMINADO,HORATERMINADO,ESTADO,ENTREGADO,FECHA_ENTREGADO,GARANTIA,INGRESO
7097,7031,4,PHB5B35385,MANDAN  A IMPRIMIR Y LAS PRIMERAS 2 HOJAS SALEN BIEN Y DESPUES DE LA SEGUNDA HOJA DESPRENDE EL TONER DE LAS HOJA,"SIN CABLES, CON CARTUCHO",2021-09-13,10:29:26,2,0,"BUEN MANTENIMIENTO Y LUBRICACION AL FUSOR $754 NETO----A
CAMBIO DE GOMA BANDEJA 2 $350 NETO-------A

TOTAL $1,104 NETO------------A",2021-09-15,09:58:34,3,S,2021-09-15,,1211.0
7098,6995,17,ZELPBJEJ5001QFE,MARCA EL ERROR U1-2330,,2021-09-06,12:26:42,2,0,"MANTENIMIENTO $580+IVA--------A
CAMBIO DE TERMNOSTATO $380+IVA--------A

TOTAL $960+IVA---------A

TRAE LA BANDEJA PRINCIPAL DE PAPEL QUEBRADA, NO SE PUEDE REPARAR",2021-09-13,13:25:56,3,S,2021-09-13,,1920.0
7099,6996,17,CN9B348607,NO JALA LAS HOJAS,SIN CABLES,2021-09-06,12:29:13,2,0,MANTENIMIENTO PREV. $350+IVA-----------A,2021-09-13,13:20:21,3,S,2021-09-13,,350.0
7100,6997,17,CN69L4G43B,"NO IMPRIME BIEN, TINTA NEGRA 80% EL RESTO 95%",SIN CABLE,2021-09-06,12:29:05,2,0,"RECARGA DE TINTA MANUAL $380+IVA-------NO ACEPTADO

DESTAPADO DE CABEZAL $480+IVA--------NO ACEPTADO

TOTAL $860+IVA-------NO ACEPTADO

SE REGRESA SIN REPARACION",2021-09-21,15:47:50,3,S,2021-09-21,,1720.0
7102,6999,55,phbll3x79b,LA BANDEJA ADF FALLA,,2021-09-06,13:22:37,2,0,"LA FALLA SE DEBE POR LA SUCIEDAD EN LAS GOMAS DEL ADF

MANTENIMIENTO $587 NETO----------A",2021-09-15,12:01:50,3,S,2021-09-15,,587.0
7103,7040,315,06yjb8gf2d00fsx,NO TOMA LA HOJA AL MANDAR IMPRIMIR Y PRENDE BOTON DE ATASCO,"SIN CABLES, CON CARTUCHO",2021-09-14,12:31:12,2,0,"NO ENCIENDE, CAMBIO DE TARJETA CONTROLADORA Y PANEL DE BOTONES (DAÑADOS) $450 NETO----------A
BUEN MANTENIMIENTO (TRAE SARRO EN TARJETA DE SENSORES) $550 NETO---------A
CAMBIO DE KIT DE GOMAS $380 NETO---------A

TOTAL $1,380 NETO----------A",2021-09-24,17:50:10,3,S,2021-09-24,,1761.0
7104,7066,102,816171016700,NO SE VE NADA Y SI PRENDE,,2021-09-22,14:08:54,2,0,"CAMBIO  DE LEDS (2 TIRAS) $1,650+IVA----------A",2021-10-04,12:42:35,3,S,2021-10-04,,653.0
7105,7041,575,275449463001701,VER SI SE PUEDE ACTUALIZAR/ REVISION GENERAL,"CON ELIMINADOR COMPLETO, NO RECUERDAN LA CONTRASEÑA",2021-09-14,12:53:02,2,0,"CORE I3,WIN 7,8GB DDR3 1333 (MAX 8GB),500GB HDD.
MANTENIMIENTO EX. $450+IVA---------A
CAMBIO DE DISCO DURO, SSD 480GB $1,980+IVA----------A
FALTAN TORNILLOS, SE PONEN SIN CIOSTO.
ENCLOUSER $350 NETO----------A
LICENCIA DE ANTIVIRUS TOTAL SEC $550+IVA----------A
TOTAL $3,330--------A

PANTALLA PRESENTA MANCHAS BLANCAS, NO AFECTA A SU FUNCIONAMIENTO, TRAI UNA MONEDA DE $1",2021-09-22,13:41:47,3,S,2021-09-22,,5007.0
7106,7067,453,CNB9HDB5LY,SALEN BORROSAS LAS IMPRESIONES DE UN LADO,SIN CABLES,2021-09-22,16:47:10,2,0,"BUEN MANTENIMIENTO $560 NETO
CAMBIO DE RODILLO DE PRESIÓN $650 NETO
CAMBIO DE FILMINA $480 NETO
CAMBIO DE GOMA $220 NETO
CAMBIO DE BISAGRA (ESTÁ QUEBRADA) $550 NETO 

TOTAL $2,460 NETO.---------------LAS DEJARON PARA BASURA ELECTRONICA POR CORREO 19/11/2021",2021-11-19,14:57:26,3,S,2021-11-19,,4973.0
7107,7032,943,X4ER044251,NO IMPRIME A COLOR,"SIN CABLES, TANQUES DE TINTA LLENOS",2021-09-13,10:58:08,2,0,"REQUIERE DESTAPADO DE CABEZAL $480+IVA-----------A

NOTA: ESTAS IMPRESORAS EN CUESTION DE CABEZAL SON MUY DELICADAS AL MOMENTO DE REALIZAR EL DESTAPADO, CORREN EL RIESGO DE QUE SE PUEDA DAÑAR EL CABEZAL.
EL RESET LO TIENE EN LAS ALMOHADILLAS ES POBRABLE  QUE LLEGUE A PEDIR RESET Y CAMBIO DE ALMOHADILLAS, DE SER ASI SE LES HARIA SABER",2021-09-18,10:56:19,3,S,2021-09-18,,480.0
7108,8719,1496,vnd3s79107,ATORA LAS ETIQUETAS,,2022-09-23,12:32:00,2,0,"BUEN MANTENIMIENTO (TRAE MUCHO  PEGAMENTO DE ETIQUETAS) $790 NETO-----------A
CAMBIO DE PAPEL $250 NETO---------A

TOTAL $1,040 NETO----------A",2022-09-29,11:24:02,3,S,2022-09-29,,1081.0
7109,7018,203,mxx905029q,"TRABAJA EN CROM Y SE VUELVE LENTA, MIENTRAS NO ABRE EXPLORADORES TRABAJA BIEN",,2021-09-09,10:18:14,2,0,"MANTENIMIENTO EX, CAMBIO PASTA TERMICA $450+IVA-------A
LICENCIA ANTIVIRUS KASPERSKY 10 MESES TOTAL $450+IVA---A

SE RECOMIENDA ACTUALIZAR SISTEMA OPERATIVO $500+IVA-NA

TOTAL $900+IVA----------A",2021-09-10,12:59:35,3,S,2021-09-10,,2310.0
7110,7068,453,CNJ8DDVGPQ,NO JALA BIEN LAS HOJAS,SIN CABLES,2021-09-22,16:51:31,2,0,"*REPARACION DE TAPAS QUEBRADAS
*FILMINA $480 NETO
*MATTO $560 NETO
*CAMBIO DE GOMA $220 NETO
*REP DE BOTON CAMBIO DE ENCENDIDO $400NETO


SE QUEDA EN ASISA PARA BASURA ELECTRONICA DONADA POR CORREO ELECTRONICO EL 19/11/2021",2021-11-19,16:10:40,3,S,2021-11-19,,3711.0
7111,7019,33,CND718189X,BISAGRAS DAÑADAS,SIN ELIMINADOR,2021-09-09,10:52:11,2,0,"BISAGRAS DAÑAS.

SOLDAR BISAGRA Y REPARAR ROSCAS $650+IVA-----------A",2021-09-21,15:45:46,3,S,2021-09-21,,650.0
7112,7069,453,LA4604087,NO TOMA BIEN LAS HOJAS,SIN CABLES,2021-09-22,16:52:43,2,0,"*BUEN MANTENIMIENTO $790
*GOMA BANDEJA 2 $730
*GOMA BANDEJA 1 $380 NETO
TONER MARCA BAJO

*DONADAS PARA ASISA POR CORREO ELECTRONICO DIA 19/11/21",2021-11-19,16:12:52,3,S,2021-11-19,,1954.0
7113,7024,1180,9B345397Q,"NO SE PUEDE CONECTAR GOOGLE EN LA PAGINA DE MEET NO PERMITE ENTRAR A VIDEO LLAMADA, TECLADO SE TRABA Y NO DEJA ESCRIBIR (CAMBIA LOS CARACTERES (M=0, K=2)","CON ELIMINADOR COMPLETO, SIN CONTRASEÑA
PASWORD: 40612031",2021-09-09,15:45:11,2,0,"CORE I3,WIN 10, 6GB DDR3 1333,500GB HDD, BATERIA DAÑADA
CAMBIO DE TECLADO (DAÑADO) $750 NETO--------A
MANTENIMIENTO EX. $525 NETO----------A
PUERTO DE RED CON FALSO, PUEDE QUE QUEDE CON EL MTTO.
PIDE CONTRASEÑA PARA HACER PORUEBAS CON VIDEO CONFERENCIAS Y PARA VER LA SALUD DELL DISCO.
SE RECOMIENDA
SSD 240GB $1,680 NETO-------NO ACEPTADO
SSD 480GFB $2,080 NETO----------NO ACEPTADO
LICENCIA ANTIVIRUS $580 NETO------NO ACEPTADO",2021-09-17,13:40:58,3,S,2021-09-17,,5193.0
7114,7003,63,BR81TFC1PJ,IMPRIME MAL EN COLOR / IMPRIME EL NEGRO TENUE,"SIN CABLES, CON TINTA AL 80%",2021-09-07,11:37:41,2,0,"RECARGA DE TINTA MANUAL A SISTEMA DE TINTA Y A CARTUCHO $480+IVA--------NO ACEPTADO

DESTAPADO DE CABEZAL $480+IVA--------NO ACEPTADO

TOTAL $960+IVA-------NO ACEPTADO

SI NO LLEGA A QUEDAR SE COBRAN $380+IVA POR MATERIAL Y TIEMPO INVERTIDO EN LAS RECARGA DE TINTA",2021-09-15,11:01:27,3,S,2021-09-15,,2300.0
7115,7092,943,VGNK085845,"NO IMPRIME, SALEN LAS HOJAS EN BLANCO","SIN CABLES, TANQUES DE TINTA POR  DEBAJO DE LA MITAD",2021-09-29,13:33:36,2,0,"DESTAPADO DE CABEZAL $480+IVA--------A
CAMBIO DE ALMOHADILLAS $280+IVA------------A

TOTAL $760+IVA-----------A",2021-10-22,17:10:57,3,S,2021-10-22,,1520.0
7117,7034,17,F324256,MANDAN A IMPRIMIR Y NO IMPRIME.,1 TRAJETA,2021-09-13,13:14:24,2,0,"REQUIERE CAMBIO DE BANDAS  Y REPARACION DE COMPONENTE DE LA TARJETA LOGICA $1,400+IVA-------------A

EN CASO DE AUTORIZAR SE HARAN PORUEBAS CON AUTOPRUEBA YA QUE NO ENCNTRAMOS CONTROLADOR",2021-10-05,13:42:53,3,S,2021-10-05,,401.0
7119,7004,33,vnb3v91628,NO TOMA EL PAPEL,PERFIL,2021-09-07,13:35:52,2,0,"TONER DERRAMADO
MANTENIMIENTO $380+IVA--------------A
GOMA $250 + IVA--------------A


PEDRO SE LA LLEVO",2021-09-09,16:28:08,3,S,2021-09-09,,630.0
7121,7127,1295,P90F005,"INSTALACION DE ANTIVIRUS, AUTOCAD 20-21 EN INGLES, COREL DRAW LA NUEVA VERSION CARGAR EN ESPAÑOL, Y PAQUETERIA DEL OFICCE, PDF CREADOR Y EDITOR,  MEMORIA 8GB,  CONTRASEÑA: 2531",CON ELIMINADOR Y COMPLETO,2021-10-05,14:35:39,2,0,"*LICENCIA KARSPESKY E INSTALACION $580 NETO----------A
*MODULO DE MEMORIA 8GB (QUEDA CON 16GB) $1500 NETO----A
*INTALACION DE PROGRAMAS $250+IVA X 4= $1,000+IVA
OFFICE, COREL, ACROBAT PRO, AUTOCAD $1,160 NETO-------A

TOTAL $3,240 NETO--------A",2021-10-07,17:50:47,3,S,2022-03-03,,2763.0
7127,7098,4,u63885f5n351926,ATORA EN EL DUPLEX (REVISAR BIEN),CON CABLE INTEGRADO,2021-09-30,12:51:27,2,0,"SE REALIZARON MAS DE 150 PRUEBAS EN DUPLEX Y NO PRESENTA PROBLEMAS DE ATORAMIENTO, QUIZA SEA LA HUMEDAD DE SU PAPEL, SE ENTREGO AL SR. GILBERTO",2021-10-05,09:51:43,3,S,2021-10-05,,150.0
7129,7073,142,cn493ik0k3,"HOJA SALE CON SOMBRA, MOCHA Y MOVIDA/ SIEMPRE MARCA FALTA DE PAPEL/ IMPRIME CON COLORES Y NO SE APRECIA EL MISMO Y SALE RAYADO/ SE ATORA EL PAPEL",SIN CABLE ENERGIA,2021-09-23,14:53:04,2,0,MANTENIMIENTO AL SISTEMA RESIDUAL Y DESTAPADO DE CABEZAL $960+IVA-----------A,2021-10-07,15:48:07,3,S,2021-10-07,,960.0
7130,7079,142,u64416a6z154719,"NO CORTA EL TIQUET, IMPRIME MUY TENUE Y EN OCASIONES NO LA TOMA",,2021-09-24,16:24:48,2,0,"*MARCA ERROR (POR NAVAJA O SENSOR) 
*IMPRIME TENUE POR EL CABEZAL (NO SE PUEDE VALIDAR IMPRESION PERO A SIMPLE VISTA SE VE QUE ESTA DAÑADO, RAYADO) EL CABEZAL NO LO HAY

**SE RECOMIENDA MANTENIMIENTO A IMPRESORA Y A NAVAJA, PARA VER SI SE LE QUITQA EL ERROR $750+IVA-------------NO ACEP",2021-10-07,15:48:11,3,S,2021-10-07,,750.0
7131,7099,275,u63330g4n162415,"MANCHA LA HOJA (GILBERTO RODRIGUEZ, HUBO ERROR DE CAPTURA DE CLIENTE)",,2021-09-30,12:51:18,2,0,"BUEN MANTENIMIENTO (MUY SUCIA) Y LIMPIEZA AL FUSOR (TRAE TONER PEGADO EN EL RODILLO DE PRESION) $580+IVA--------A

SI EN UN FUTURO VUELVE A PRESENTAR MANCHAS SE TIENE QUE SUSTITUIR EL RODILLO DE PRESION",2021-10-05,09:51:25,3,S,2021-10-05,,580.0
7132,7115,1134,CNH74010PW,INSTALAR OFFICE,SIN ACCESORIOS,2021-10-02,11:12:55,2,0,*ACTIVACION DE OFFICE $150+IVA,2021-10-02,11:45:55,3,S,2021-10-02,,150.0
7133,7167,770,mxecg3b0r4,MANCHA LAS HOJAS,SIN CABLES. CON CARTUCHO,2021-10-14,14:03:37,2,0,"REQUIERE UN BUEN MANTENIMIENTO $780+IVA---------A
CAMBIO DE KIT DE ENGRANES DE FUSOR (3 PIEZAS) $450 NETO-A
CAMBIO DE GOMA DE BANDEJA 1 $250 NETO Y 2 $280 NETO----A
CAMBIO DE RODILLO DE PRESIÓN $750 NETO---------A
TONER GENERICO 55X (MALA CALIDAD) $960 NETO-----------A
TOTAL $3,595 NETO.----------A

EL TONER PRESENTA MALA CALIDAD REQUIERE CAMBIO, TRAE UNA PATITA QUEBRADA DE LA BANDEJA 1, SE REPARARÍA SIN COSTO AL AUTORIZAR.",2021-10-18,13:35:07,3,S,2021-10-18,,4130.0
7134,7063,212,076jb8gh2f0014a,"ATORA LAS HOJAS, MANDA A IMPRIMIR Y NO IMPRIME NADA Y SI SALE SALE EN BLANCO","SIN CABLES, CON CARTUCHO",2021-09-21,16:15:40,2,0,"NO ENCIENDE PRIMERAMENTE REQUIERE REPARACION DE FUENTE DE ALIMENTACION $650+IVA (PAGO ANTICIPADO)---NO ACEPTADO

DESPUES VALIDAR QUE MAS REQUIERE

SE REGRESA SIN REPARACION",2021-09-30,11:10:28,3,S,2021-09-30,,650.0
7135,7035,1282,JHEROBP256GS20813067,"NO PRENDE, DESTARLA USANDO SE  APAGO Y YA NO ENCENDIO","CON ELIMINADOR COMPLETO, SIN CONTRASEÑA",2021-09-13,13:59:23,2,0,"TARJETA MADRE DAÑADA. NO LA HAY PARA SU REEMPLAZO.

SE REGRESA SIN REPARACION.

SE OFRECIO ENCLOUSER CON SERVICIO $600 NETO-----NO ACEPTADO",2021-09-20,16:23:50,3,S,2021-09-20,,600.0
7139,7055,1285,045T3CZH401967E,SE ESCUCHA PÉRO YA NOSE VE,CON CONTROL REMOTO,2021-09-20,13:13:37,2,0,"CAMBIO DE VARIOS LEDS $3,980+IVA-------A",2021-09-29,14:52:40,3,S,2021-09-29,,983.0
7140,7128,41,vnd3c63507,ATORA LAS HOJAS,,2021-10-05,14:49:09,2,0,"**MANTENIMIENTO Y RAP. DE ELCTROIMAN, ROTACION DE GOMA $680+IVA-----------A",2021-10-08,16:31:25,3,S,2021-10-08,,680.0
7142,7064,905,PC08J0YF,"COTIZAR BATERIA, SE ESCUCHA ALGO SUELTO POR DENTRO, REVISAR LA ANTENA INTEGRADA DE WIFI, SE LE VA LA SEÑAL (SE PONE UNA EXTERNA)","CON ELIMINADOR COMPLETO, CONTRASEÑA:3177 C9ON ANTENA EXTERNA",2021-09-21,17:00:09,2,0,"CORE I7,WIN 10,12GB DRR3 1600,240GB SSD EN USO 88GB SALUD BUENA 
MANTENIMIENTO EX. (CAMBIO DE PASTA TERM) $450+IVA-------A
BATERIA ORIGINAL $2,850 NETO--------A
TARJETA WIFI $950 NETO-------NO ACEPTADO
SE SUGIERE ANTIVIRUS KASP TOTAL $550+IVA---NO ACEPTADO

TOTAL $3,372 NETO---------A",2021-10-01,09:46:24,3,S,2021-10-01,,5137.0
7143,7026,543,CNCKKB832H,NO TOMA LAS HOJAS EN EL AREA DEL ADF/ MANTENIEMIENTO,"SIN CABLES, CON CARTICHO, SIN HOJAS",2021-09-10,13:06:18,2,0,"BUEN MANTENIMINETO (MUY SUCIA) $905 NETO-----------A
CAMBIO DE KIT DE GOMAS DEL ADF $750 NETO-----------A
CAMBIO DE GOMA BANDEJA 2 $250 NETO-----------A
ROTACION DE GOMA BANDEJA 1 (SIN COSTO)


TOTAL $1,905 NETO-----------A",2021-09-15,10:46:46,3,S,2021-09-15,,2814.0
7144,7057,1286,5CD046C94Q,PRENDE PERO EN LA PANTALLA SE VE MUY TENUE,SIN ELIMINADOR,2021-09-20,13:38:59,2,0,REPARACION DE CONECTOR DEL CABLE FLEX $750+IVA---------A,2021-09-27,13:47:26,3,S,2021-09-27,,750.0
7146,7313,497,350383,"NO ENTRA AL SISTEMA, SOLO APARECE LA MARCA DEL EQUIPO Y SE QUEDA PENSANDO Y DE AHI  NO PASA",SIN CABLES,2021-11-12,11:30:59,2,0,"AMD A8,8GB DDR4 1200,500GB HDD NO LO DETECTA.

MANTENIMIENTO EX. $450+IVA------------A
SSD 240GB $1,630 NETO-----------A

TOTAL $2,080 SIN FACT------------A",2021-11-17,11:36:43,3,S,2021-11-17,,3123.0
7147,7321,886,5CD345532D,"ARRANCO, APARECIO UN MENSAJE Y SE APAGO EL EQUIPO, DEPSUES DE UN RATO SE ENCENDIO PERO ESTA MUY LENTA","CON ELIMINADOR, SIN CONTRASEÑA",2021-11-17,08:57:33,2,0,"AMD A8, WIN 10, 8GB DDR3 1333,750GB HDD SALUD BUENA

SSD 240GB $1,100 NETO------------A
ENCLOSER GET TECH $280 NETO--------A

TOTAL $1,380 NETO----------A",2021-11-17,17:59:15,3,S,2021-11-17,,3114.0
7150,7129,1296,C02HFQR0DV7L,LA BATERIA ESTA DAÑADA Y INSTALACION DE SISTEMA,CON ELIMINADOR,2021-10-05,17:19:44,2,0,"PRESENTA RAYAS EN TODA LA PANTALLA, LE FALTAN TORNILLOS

SE TIENE QUE TRABAJAR LA TARJETA DE VIDEO Y CARGAR EL SISTEMA $1,682 NETO--------A",2021-10-18,11:38:54,3,S,2021-10-18,,683.0
7151,7142,51,CNB2L8PDSW,SE ESCUCHA UN ENGRANE QUE TRUENA Y A LA HORA DE IMPRIMIR SE MUEVE LA HOJA Y LA IMPRESIÓN SALE MAS ARRIBA DE DONDE DEBERÍA DE SALIR,SIN CABLES,2021-10-07,11:05:27,2,0,"BUEN MANTENIMIENTO $580+IVA---------A
KIT DE GOMAS $450+IVA-----------A
CAMBIO DE ENGRANES DEL SISTEMA DE ARRASTRE (4 PIEZAS) $780+IVA-----------A

TOTAL $1,810+IVA------------A",2021-10-11,13:39:22,3,S,2021-10-11,,2625.0
7152,7058,1164,8CG5040LDD,NO ENCIENDE,CON ELIMINADOR NO SABEN SI TIENE CONTRASEÑA,2021-09-20,15:57:26,2,0,"DAÑO EN LA TARJETA, REPARACION SI QUEDA $1,280+IVA-------A

SI NO QUEDA SE COBRAN $250+IVA POR MATERIAL INVERTIDO-----A

CORRE EL RIESGO DE QUE YA NO CARGUE LA BATERIA Y SE UTILICE SOLO CON ELIMINADOR

NO QUEDO, SE REGRESA SIN REPARACION ",2021-10-13,13:03:11,3,S,2021-10-13,,531.0
7153,7051,1284,CND83967MF,SI ENCUENDE PERO NO DA VIDEO,SIN ELIMINADOR,2021-09-17,12:05:36,2,0,"**PREVIAMENTE INTERVENIDA, NO TRAE TORNILLOS** EVIDENCIA EN LAS FOTOS 

REPROGRAMACION DE BIOS $1,250+IVA--------NO ACEPTADO

**SE ENTRTEGA SIN REPARACION",2021-09-21,09:24:37,3,S,2021-09-21,,251.0
7155,7059,50,C0J89S2,COTIZAR  DISCO DURO SOLIDO DE 240 Y 480GB/ CARGAR SOLO WINDOS,CON ELIMINADOR COMPLETO,2021-09-21,12:09:22,2,0,"SSD 480GB $2,080 NETO------------A",2021-09-23,16:30:58,3,S,2021-09-23,,562.0
7156,7168,770,cnf8g42110,IMPRIME MUY TENUE EN LA ORILLA DERECHA,SIN CABLES CON TONER,2021-10-14,14:04:54,2,0,"NECESITAMOS UN TONER NEGRO, AL PARECER EL EQUIPO ESTÁ CONFIGURADO PARA IMPRESIONES EN COLOR NEGRO, VEMOS QUE EL COLOR CIAN INDICA QUE   ESTÁ  AGOTADO, PERO PARA PODER HACER PRUEBAS A COLOR OCUPAMOS LA CONTRASEÑA PARA QUE NOS PERMITA ACCEDER  A LA CONFIGURACIÓN Y PODER HACER PRUEBAS.

TOTNER GENERICO CF210A $499 NETO------------A",2021-10-18,13:35:20,3,S,2021-10-18,,709.0
7157,7116,111,vnb6z02465,PAPEL ATASCADO,CON TONER,2021-10-02,12:09:49,2,0,"MANTENIMIENTO $440 NETO
CAMBIO DE GOMA $220 NETO

TOTAL $660 NETO",2021-10-05,09:07:19,3,S,2021-10-05,,1320.0
7158,7074,1194,5CG74820LZ,NO ESTA CARGANDO/ AL PARECER EL ELIMIUNADOR ESTA BUENO,CON ELIMINADOR CONTRASEÑA:2375,2021-09-23,17:15:21,2,0,"KVC DAÑADO (TRAE CORTO) $1,600+IVA-----------NO ACEPTADO


SE REGRESA SIN REPARACION",2021-09-24,18:06:57,3,S,2021-09-24,,601.0
7160,7095,97,MAQUINAESCRIBIROLIVETTI,la barra espaciadora no funciona,"CON CINTA, TAPA",2021-09-29,16:19:00,2,0,"REPARACION DE BARRA ESPACIADORA Y AJUSTES DE TECLADO $200+IVA-----------NO ACEPTADO 

SE REGRESA SIN REPARACION",2021-10-06,17:06:46,3,S,2021-10-06,,200.0
7162,7075,137,phbgq49115,"EN HOJA TIPO OPALINA SE DIFUMINA EL TEXTO Y DEJA PUNTITOS O MANCHAS, NO LO PRESENTA CON HOJAS BLANCAS",SIN CABLES,2021-09-23,18:00:46,2,0,"MANTENIMIENTO $580+IVA------------NO ACEPTADO
FILMINA $580+IVA--------NO ACEPTADO

TOTAL $1,160+IVA--------NO ACEPTADO",2021-09-28,17:34:57,3,S,2021-09-28,,1321.0
7163,7080,1287,br873ff03906pf,NO DETECTA CARTUCHO DE COLOR,CON DOS CARTUCHOS,2021-09-25,11:50:14,2,0,"RECARGA DE TINTA MANUAL A SISTEMA Y CARTUCHOS $480+IVA----------A
DESTAPADO DE CABEZAL $380+IVA

SI NO QUEDA SE COBRAN $350+IVA POR EL MATERIAL INVERTIDO

NO RECOGIO EL EQUIPO EN 8 MESES, SE VA A LA BASURA ELECTRONICA",2022-05-16,17:03:08,3,S,2022-05-16,,1218.0
7164,7082,33,cnf8fcgdt,ATORA LAS HOJAS,SIN CABLES,2021-09-27,11:13:15,2,0,"PRESENTA DESPRENDIMIENTO DE TONER PRIMERAMENTE:
CAMBIO DE GOMA $280 NETO-------------A
MANTENIMIENTO Y LUBRICACION DE FUSOR $754 NETO-------A

SE CONTINUA CON EL DESPRENDIEMIENTO DESPUES DEL MTTO Y LA LUBRICACION, SE TENDRIA QUE CAMBIAR LA FILMINA

CAMBIO DE FILMINA $480 NETO-------------A

TOTAL $1,514 NETO-------------A",2021-09-28,16:07:35,3,S,2021-09-28,,2029.0
7165,7169,51,f74f006334,"IMPRIME INCOMPLETO, CON PUNTOS",CON ELIMINADOR  COMPLETO,2021-10-14,14:49:57,2,0,"BUEN MANTENIMIENTO (ESTA MUY SUCIA) $680+IVA-----------A
CAMBIO DE CABEZA IMPRESORA $1,200+IVA--------A
CINTA $95+IVA-----------A

TOTAL $1,975+IVA--------A",2021-10-29,12:36:33,3,S,2021-10-29,,1952.0
7166,7194,55,19AA030460,NO ENCIENDE,,2021-10-20,12:46:42,2,0,"REP. FUENTE INVERSORA (DAÑADA) $1,030+IVA
CAMBIO DE 2 BATERIAS 12V - 7AH Y SERVICIO $1,400+IVA

TOTAL $2,170+IVA-----NO ACEPTADO

SE REGRESA SIN REPARACION",2021-11-19,12:10:08,3,S,2021-11-19,,625.0
7168,7104,83,E52FA03B2NMK00,"mandan a imprimir 10, la primera sale bien y las demas se atoran / en ocasiones atora en la parte de adelante","SIN CABLES, CON BANDEJA",2021-10-01,11:06:06,2,0,"ATORA POR QUE LAS GOMAS ESTAN DESGASTADAS EN AMBAS BANDEJAS

KIT DE GOMAS (3 PIEZAS) $950+IVA C/CHAROLA (2 CHAROLAS)---------A
MANTENIMIENTO PREVENTIVO $780+IVA-----------A

TOTAL $2,680+IVA-----------A",2021-10-12,16:52:41,3,S,2021-10-12,,2417.0
7169,7130,182,3B0820X56051,AL ENCENDER HACE RUIDO Y NO ENCIENDE EL EQUIPO QUE LE TIENEN CONECTDAO,,2021-10-06,10:35:03,2,0,CAMBIO DE BATERIA 12V - 7AH Y SERVICIO $530+IVA--------A,2021-10-07,12:00:21,3,S,2021-10-07,,549.0
7170,7086,199,940233208115,SE QUEDA TRABADO EL EQUIPO/ EL MONITOR SE DISTORCIONABA  / SE PONEN RAYAS SE APAGA LA PANTALLA,SIN CABLES,2021-09-27,16:14:52,2,0,"CORE I5,WIN 10,8GB DDR3 1333, 480GB SSD SALUD BUENA.

NO PRESENTO FALLA MENCIONADA

ACIVACION DE OFFICE $150+IVA------------A
SERVICIO (ESCANEO DISCO) $300+IVA--------A

TOTAL $450+IVA------------A

CONECTOR OXIDADO",2021-09-28,17:16:14,3,S,2021-09-28,,2739.0
7171,7076,41,8SDW682,"NO ENCIENDE , DE ESTARLA UTILIZANDFO SE APAGO Y YA NO PRENDIO",CON 2 ELIMINADORES COMPLETOS  CONTRASEÑA:1951 O 1969,2021-09-24,11:05:56,2,0,"CORE I7,WIN 10,8GB DDR3 1600,500GB HDD 268GB EN USO, SALUD BUENA.
PANTALLA TOUCH (ESTRELLADA) SE TIENEN QUE CAMBIAR AMBOS PERO NO LOS HAY.
CON EL ELIMINADOR GENERICO MARCA QUE NO ES EL VOLTAJE CORRECTO, USAR EL ORIGINAL.
CAMARA WEB NO FUNCIONA, AUDIO SOLO CON EXTERNOS.

SE REGRESA SIN REPARACION",2021-09-29,15:05:14,3,S,2021-09-29,,2396.0
7172,7195,20,CAXBZ2000240,"SE APAGA, NO ESTA RESPALDANDO",,2021-10-20,13:06:31,2,0,"CAMBIO DE 4 BATERIAS 12V - 9AH Y SERVICIO $880+IVA C/U---------A

TOTAL $3,520+IVA--------A",2021-11-10,09:51:20,3,S,2021-11-10,,1428.0
7173,7131,26,V4519500301,SENSOR DE LA BANDEJA DE PAPEL Y DRUM,CON CABLE INTEGRADO,2021-10-06,10:37:26,2,0,"NO PRESENTA FALLA MENCIONADA, SE PIDIO INDAGAR MAS SOBRE LA FALLA QUE LES PRESENTA.

MANTENIMINETO PREVENTIVO (ESTA MUY SUCIA) $950+IVA-----A",2021-10-25,12:13:21,3,S,2021-10-25,,950.0
7174,7117,882,uag543171,"AL MANDAR A IMPRIMIR MANDA UN ERROR QUE DICE: ´ERROR DE SISTEMA, REIN. CORRIENTE´",SIN CABLES (VIENE CON ADF DESCONECTADO),2021-10-04,09:59:16,2,0,"CAMBIO DE TERMISTOR $580+IVA-----------A
MANTENIMIENTO $480+IVA------------A
BISGRAS QUEBRADAS (RECOMENDACION) $780 NETO-----NO ACEP


TOTAL $1,060+IVA----------A",2021-10-28,10:10:34,3,S,2021-10-28,,1901.0
7175,7118,680,PF0HNG2P,ACTIVACION DE OFFICE,"CON ELIMINADOR, SIN CONTRASEÑA",2021-10-04,10:17:25,2,0,"CORE I3,WIN 10, 4GB DDR3 1600,500GB SALUD BUENA 95GB EN USO.

ACTIVACION DE WINDOWS Y OFFICE $300+IVA------A",2021-10-04,14:06:57,3,S,2021-10-04,,2515.0
