IDREPARACION,FECHA,HORA,ESTADO
2724,2020-11-02,16:57:37.541000,3
2694,2020-11-02,16:57:37.541000,3
2726,2020-11-02,16:57:37.541000,3
2756,2020-11-02,16:57:37.545000,3
2718,2020-11-02,16:57:37.545000,3
2794,2020-11-02,16:57:37.545000,3
2969,2020-11-02,16:57:37.545000,3
2745,2020-11-02,16:57:37.546000,3
2702,2020-11-02,16:57:37.546000,3
2719,2020-11-02,16:57:37.554000,3
2733,2020-11-02,16:57:37.554000,3
2757,2020-11-02,16:57:37.554000,3
2752,2020-11-02,16:57:37.554000,3
2743,2020-11-02,16:57:37.555000,3
3156,2020-11-02,16:57:37.556000,3
2861,2020-11-02,16:57:37.556000,3
2704,2020-11-02,16:57:37.556000,3
2744,2020-11-02,16:57:37.556000,3
2698,2020-11-02,16:57:37.556000,3
2699,2020-11-02,16:57:37.557000,3
2700,2020-11-02,16:57:37.557000,3
2705,2020-11-02,16:57:37.557000,3
2711,2020-11-02,16:57:37.557000,3
2762,2020-11-02,16:57:37.557000,3
2807,2020-11-02,16:57:37.557000,3
2706,2020-11-02,16:57:37.558000,3
2723,2020-11-02,16:57:37.558000,3
2769,2020-11-02,16:57:37.558000,3
2746,2020-11-02,16:57:37.559000,3
2712,2020-11-02,16:57:37.560000,3
2713,2020-11-02,16:57:37.560000,3
2714,2020-11-02,16:57:37.560000,3
2758,2020-11-02,16:57:37.560000,3
2763,2020-11-02,16:57:37.560000,3
2779,2020-11-02,16:57:37.560000,3
2832,2020-11-02,16:57:37.560000,3
2727,2020-11-02,16:57:37.561000,3
2747,2020-11-02,16:57:37.566000,3
2728,2020-11-02,16:57:37.570000,3
2780,2020-11-02,16:57:37.571000,3
2729,2020-11-02,16:57:37.571000,3
2748,2020-11-02,16:57:37.571000,3
2734,2020-11-02,16:57:37.571000,3
2834,2020-11-02,16:57:37.571000,3
2749,2020-11-02,16:57:37.571000,3
2867,2020-11-02,16:57:37.572000,3
2730,2020-11-02,16:57:37.572000,3
2773,2020-11-02,16:57:37.572000,3
2759,2020-11-02,16:57:37.574000,3
2999,2020-11-02,16:57:37.574000,3
2764,2020-11-02,16:57:37.575000,3
2736,2020-11-02,16:57:37.575000,3
2760,2020-11-02,16:57:37.575000,3
2855,2020-11-02,16:57:37.575000,3
2753,2020-11-02,16:57:37.575000,3
2785,2020-11-02,16:57:37.575000,3
2765,2020-11-02,16:57:37.575000,3
2737,2020-11-02,16:57:37.576000,3
2754,2020-11-02,16:57:37.576000,3
2761,2020-11-02,16:57:37.576000,3
2781,2020-11-02,16:57:37.576000,3
2738,2020-11-02,16:57:37.576000,3
2750,2020-11-02,16:57:37.576000,3
3216,2020-11-02,16:57:37.589000,3
2774,2020-11-02,16:57:37.590000,3
2808,2020-11-02,16:57:37.590000,3
3164,2020-11-02,16:57:37.590000,3
2795,2020-11-02,16:57:37.590000,3
2739,2020-11-02,16:57:37.592000,3
2766,2020-11-02,16:57:37.595000,3
2767,2020-11-02,16:57:37.596000,3
2775,2020-11-02,16:57:37.596000,3
2796,2020-11-02,16:57:37.596000,3
2776,2020-11-02,16:57:37.597000,3
2797,2020-11-02,16:57:37.597000,3
2809,2020-11-02,16:57:37.597000,3
2833,2020-11-02,16:57:37.598000,3
2839,2020-11-02,16:57:37.598000,3
2845,2020-11-02,16:57:37.598000,3
2798,2020-11-02,16:57:37.598000,3
2770,2020-11-02,16:57:37.598000,3
2771,2020-11-02,16:57:37.598000,3
2782,2020-11-02,16:57:37.601000,3
2799,2020-11-02,16:57:37.602000,3
2783,2020-11-02,16:57:37.603000,3
2778,2020-11-02,16:57:37.603000,3
2777,2020-11-02,16:57:37.604000,3
2865,2020-11-02,16:57:37.604000,3
2800,2020-11-02,16:57:37.604000,3
2873,2020-11-02,16:57:37.604000,3
2801,2020-11-02,16:57:37.604000,3
2802,2020-11-02,16:57:37.605000,3
2810,2020-11-02,16:57:37.605000,3
2890,2020-11-02,16:57:37.605000,3
2811,2020-11-02,16:57:37.605000,3
2812,2020-11-02,16:57:37.605000,3
2840,2020-11-02,16:57:37.605000,3
2828,2020-11-02,16:57:37.606000,3
2786,2020-11-02,16:57:37.607000,3
2787,2020-11-02,16:57:37.607000,3
2788,2020-11-02,16:57:37.608000,3
2789,2020-11-02,16:57:37.609000,3
2790,2020-11-02,16:57:37.613000,3
2791,2020-11-02,16:57:37.613000,3
2975,2020-11-02,16:57:37.613000,3
2792,2020-11-02,16:57:37.614000,3
2856,2020-11-02,16:57:37.614000,3
2824,2020-11-02,16:57:37.624000,3
2803,2020-11-02,16:57:37.627000,3
2862,2020-11-02,16:57:37.627000,3
2825,2020-11-02,16:57:37.627000,3
2903,2020-11-02,16:57:37.627000,3
2835,2020-11-02,16:57:37.627000,3
2883,2020-11-02,16:57:37.627000,3
2909,2020-11-02,16:57:37.628000,3
2804,2020-11-02,16:57:37.628000,3
2813,2020-11-02,16:57:37.628000,3
2805,2020-11-02,16:57:37.630000,3
2989,2020-11-02,16:57:37.630000,3
2814,2020-11-02,16:57:37.632000,3
2815,2020-11-02,16:57:37.634000,3
3077,2020-11-02,16:57:37.634000,3
2857,2020-11-02,16:57:37.635000,3
2836,2020-11-02,16:57:37.635000,3
2829,2020-11-02,16:57:37.635000,3
2866,2020-11-02,16:57:37.635000,3
2891,2020-11-02,16:57:37.635000,3
2846,2020-11-02,16:57:37.636000,3
2816,2020-11-02,16:57:37.636000,3
2817,2020-11-02,16:57:37.636000,3
2818,2020-11-02,16:57:37.636000,3
2868,2020-11-02,16:57:37.644000,3
2819,2020-11-02,16:57:37.644000,3
2837,2020-11-02,16:57:37.661000,3
2858,2020-11-02,16:57:37.662000,3
2820,2020-11-02,16:57:37.662000,3
2838,2020-11-02,16:57:37.662000,3
2869,2020-11-02,16:57:37.662000,3
2821,2020-11-02,16:57:37.662000,3
2870,2020-11-02,16:57:37.662000,3
2847,2020-11-02,16:57:37.664000,3
2863,2020-11-02,16:57:37.664000,3
2841,2020-11-02,16:57:37.665000,3
2830,2020-11-02,16:57:37.666000,3
2842,2020-11-02,16:57:37.667000,3
2831,2020-11-02,16:57:37.667000,3
2864,2020-11-02,16:57:37.667000,3
2848,2020-11-02,16:57:37.667000,3
2871,2020-11-02,16:57:37.667000,3
2874,2020-11-02,16:57:37.672000,3
2872,2020-11-02,16:57:37.673000,3
2875,2020-11-02,16:57:37.673000,3
2822,2020-11-02,16:57:37.673000,3
2823,2020-11-02,16:57:37.673000,3
2849,2020-11-02,16:57:37.673000,3
2884,2020-11-02,16:57:37.674000,3
2910,2020-11-02,16:57:37.675000,3
3007,2020-11-02,16:57:37.676000,3
2850,2020-11-02,16:57:37.676000,3
2843,2020-11-02,16:57:37.678000,3
2851,2020-11-02,16:57:37.682000,3
2922,2020-11-02,16:57:37.682000,3
2852,2020-11-02,16:57:37.682000,3
2853,2020-11-02,16:57:37.682000,3
2936,2020-11-02,16:57:37.682000,3
2854,2020-11-02,16:57:37.683000,3
3024,2020-11-02,16:57:37.690000,3
3031,2020-11-02,16:57:37.690000,3
3217,2020-11-02,16:57:37.690000,3
2926,2020-11-02,16:57:37.690000,3
2892,2020-11-02,16:57:37.690000,3
2923,2020-11-02,16:57:37.690000,3
2915,2020-11-02,16:57:37.691000,3
2924,2020-11-02,16:57:37.691000,3
3002,2020-11-02,16:57:37.691000,3
2888,2020-11-02,16:57:37.691000,3
2942,2020-11-02,16:57:37.691000,3
2876,2020-11-02,16:57:37.691000,3
2893,2020-11-02,16:57:37.692000,3
2894,2020-11-02,16:57:37.692000,3
2937,2020-11-02,16:57:37.692000,3
2943,2020-11-02,16:57:37.692000,3
2895,2020-11-02,16:57:37.692000,3
2948,2020-11-02,16:57:37.692000,3
2896,2020-11-02,16:57:37.693000,3
2897,2020-11-02,16:57:37.693000,3
2859,2020-11-02,16:57:37.694000,3
2877,2020-11-02,16:57:37.694000,3
2878,2020-11-02,16:57:37.696000,3
2938,2020-11-02,16:57:37.696000,3
2879,2020-11-02,16:57:37.696000,3
2885,2020-11-02,16:57:37.696000,3
2985,2020-11-02,16:57:37.697000,3
2880,2020-11-02,16:57:37.697000,3
2889,2020-11-02,16:57:37.697000,3
4184,2020-11-02,16:57:37.698000,3
2886,2020-11-02,16:57:37.736000,3
2881,2020-11-02,16:57:37.736000,3
2898,2020-11-02,16:57:37.736000,3
3507,2020-11-02,16:57:37.737000,3
2911,2020-11-02,16:57:37.744000,3
3518,2020-11-02,16:57:37.744000,3
2860,2020-11-02,16:57:37.745000,3
3079,2020-11-02,16:57:37.745000,3
3016,2020-11-02,16:57:37.745000,3
2956,2020-11-02,16:57:37.745000,3
2970,2020-11-02,16:57:37.748000,3
2932,2020-11-02,16:57:37.748000,3
2899,2020-11-02,16:57:37.748000,3
3385,2020-11-02,16:57:37.748000,3
2925,2020-11-02,16:57:37.748000,3
2933,2020-11-02,16:57:37.748000,3
2934,2020-11-02,16:57:37.749000,3
2939,2020-11-02,16:57:37.751000,3
2882,2020-11-02,16:57:37.752000,3
2900,2020-11-02,16:57:37.752000,3
2986,2020-11-02,16:57:37.752000,3
2957,2020-11-02,16:57:37.753000,3
2976,2020-11-02,16:57:37.754000,3
2912,2020-11-02,16:57:37.755000,3
2944,2020-11-02,16:57:37.755000,3
3044,2020-11-02,16:57:37.756000,3
2901,2020-11-02,16:57:37.756000,3
2904,2020-11-02,16:57:37.757000,3
3032,2020-11-02,16:57:37.757000,3
2905,2020-11-02,16:57:37.757000,3
2906,2020-11-02,16:57:37.757000,3
2907,2020-11-02,16:57:37.757000,3
2908,2020-11-02,16:57:37.758000,3
2902,2020-11-02,16:57:37.758000,3
3332,2020-11-02,16:57:37.758000,3
2940,2020-11-02,16:57:37.758000,3
2916,2020-11-02,16:57:37.759000,3
3386,2020-11-02,16:57:37.759000,3
2917,2020-11-02,16:57:37.759000,3
2977,2020-11-02,16:57:37.759000,3
2918,2020-11-02,16:57:37.759000,3
2913,2020-11-02,16:57:37.759000,3
2978,2020-11-02,16:57:37.763000,3
2914,2020-11-02,16:57:37.764000,3
2919,2020-11-02,16:57:37.765000,3
3218,2020-11-02,16:57:37.765000,3
2949,2020-11-02,16:57:37.766000,3
3008,2020-11-02,16:57:37.766000,3
2945,2020-11-02,16:57:37.766000,3
2941,2020-11-02,16:57:37.766000,3
2946,2020-11-02,16:57:37.766000,3
2979,2020-11-02,16:57:37.766000,3
2935,2020-11-02,16:57:37.767000,3
2980,2020-11-02,16:57:37.767000,3
3009,2020-11-02,16:57:37.767000,3
3064,2020-11-02,16:57:37.768000,3
2981,2020-11-02,16:57:37.769000,3
2927,2020-11-02,16:57:37.774000,3
2982,2020-11-02,16:57:37.774000,3
2983,2020-11-02,16:57:37.774000,3
2952,2020-11-02,16:57:37.774000,3
2953,2020-11-02,16:57:37.775000,3
2984,2020-11-02,16:57:37.775000,3
2947,2020-11-02,16:57:37.775000,3
3017,2020-11-02,16:57:37.775000,3
3238,2020-11-02,16:57:37.775000,3
3010,2020-11-02,16:57:37.775000,3
2954,2020-11-02,16:57:37.775000,3
2955,2020-11-02,16:57:37.777000,3
3030,2020-11-02,16:57:37.777000,3
3047,2020-11-02,16:57:37.777000,3
3071,2020-11-02,16:57:37.777000,3
5245,2020-11-02,16:57:37.778000,3
2928,2020-11-02,16:57:37.789000,3
3011,2020-11-02,16:57:37.789000,3
2929,2020-11-02,16:57:37.790000,3
2930,2020-11-02,16:57:37.790000,3
3609,2020-11-02,16:57:37.791000,3
2987,2020-11-02,16:57:37.791000,3
3012,2020-11-02,16:57:37.791000,3
3018,2020-11-02,16:57:37.791000,3
2988,2020-11-02,16:57:37.809000,3
2990,2020-11-02,16:57:37.810000,3
3239,2020-11-02,16:57:37.812000,3
2958,2020-11-02,16:57:37.813000,3
2959,2020-11-02,16:57:37.814000,3
2960,2020-11-02,16:57:37.814000,3
2950,2020-11-02,16:57:37.815000,3
3013,2020-11-02,16:57:37.815000,3
3081,2020-11-02,16:57:37.815000,3
3080,2020-11-02,16:57:37.816000,3
2951,2020-11-02,16:57:37.816000,3
3014,2020-11-02,16:57:37.818000,3
2971,2020-11-02,16:57:37.818000,3
2995,2020-11-02,16:57:37.820000,3
2961,2020-11-02,16:57:37.820000,3
2962,2020-11-02,16:57:37.820000,3
2963,2020-11-02,16:57:37.824000,3
3015,2020-11-02,16:57:37.824000,3
2991,2020-11-02,16:57:37.825000,3
2964,2020-11-02,16:57:37.828000,3
2996,2020-11-02,16:57:37.828000,3
2965,2020-11-02,16:57:37.829000,3
3019,2020-11-02,16:57:37.829000,3
3003,2020-11-02,16:57:37.829000,3
2966,2020-11-02,16:57:37.831000,3
2997,2020-11-02,16:57:37.831000,3
2967,2020-11-02,16:57:37.833000,3
2968,2020-11-02,16:57:37.833000,3
2998,2020-11-02,16:57:37.833000,3
3004,2020-11-02,16:57:37.833000,3
2992,2020-11-02,16:57:37.835000,3
2972,2020-11-02,16:57:37.835000,3
3082,2020-11-02,16:57:37.839000,3
2993,2020-11-02,16:57:37.839000,3
3048,2020-11-02,16:57:37.839000,3
2994,2020-11-02,16:57:37.839000,3
3020,2020-11-02,16:57:37.839000,3
3083,2020-11-02,16:57:37.839000,3
3021,2020-11-02,16:57:37.840000,3
2973,2020-11-02,16:57:37.840000,3
5216,2020-11-02,16:57:37.840000,3
3084,2020-11-02,16:57:37.867000,3
5217,2020-11-02,16:57:37.869000,3
3049,2020-11-02,16:57:37.869000,3
3050,2020-11-02,16:57:37.871000,3
3085,2020-11-02,16:57:37.871000,3
3028,2020-11-02,16:57:37.871000,3
3052,2020-11-02,16:57:37.873000,3
3022,2020-11-02,16:57:37.873000,3
3029,2020-11-02,16:57:37.873000,3
3051,2020-11-02,16:57:37.873000,3
3086,2020-11-02,16:57:37.876000,3
3000,2020-11-02,16:57:37.876000,3
3683,2020-11-02,16:57:37.877000,3
3065,2020-11-02,16:57:37.877000,3
3087,2020-11-02,16:57:37.877000,3
3023,2020-11-02,16:57:37.877000,3
3033,2020-11-02,16:57:37.877000,3
3066,2020-11-02,16:57:37.878000,3
3034,2020-11-02,16:57:37.880000,3
3137,2020-11-02,16:57:37.882000,3
3035,2020-11-02,16:57:37.882000,3
3088,2020-11-02,16:57:37.882000,3
3067,2020-11-02,16:57:37.886000,3
3036,2020-11-02,16:57:37.887000,3
3089,2020-11-02,16:57:37.887000,3
3037,2020-11-02,16:57:37.889000,3
3038,2020-11-02,16:57:37.889000,3
3025,2020-11-02,16:57:37.889000,3
3005,2020-11-02,16:57:37.890000,3
3090,2020-11-02,16:57:37.891000,3
3448,2020-11-02,16:57:37.891000,3
3091,2020-11-02,16:57:37.891000,3
3068,2020-11-02,16:57:37.891000,3
3252,2020-11-02,16:57:37.891000,3
3092,2020-11-02,16:57:37.891000,3
3039,2020-11-02,16:57:37.892000,3
3040,2020-11-02,16:57:37.892000,3
3255,2020-11-02,16:57:37.895000,3
3388,2020-11-02,16:57:37.898000,3
3041,2020-11-02,16:57:37.898000,3
3093,2020-11-02,16:57:37.898000,3
3102,2020-11-02,16:57:37.899000,3
3205,2020-11-02,16:57:37.899000,3
3053,2020-11-02,16:57:37.900000,3
3026,2020-11-02,16:57:37.901000,3
3054,2020-11-02,16:57:37.901000,3
3055,2020-11-02,16:57:37.901000,3
3056,2020-11-02,16:57:37.901000,3
3095,2020-11-02,16:57:37.901000,3
3107,2020-11-02,16:57:37.901000,3
3167,2020-11-02,16:57:37.907000,3
3967,2020-11-02,16:57:37.907000,3
3096,2020-11-02,16:57:37.929000,3
3042,2020-11-02,16:57:37.929000,3
3097,2020-11-02,16:57:37.929000,3
3101,2020-11-02,16:57:37.930000,3
3043,2020-11-02,16:57:37.930000,3
3124,2020-11-02,16:57:37.930000,3
3057,2020-11-02,16:57:37.930000,3
3058,2020-11-02,16:57:37.932000,3
3060,2020-11-02,16:57:37.932000,3
3061,2020-11-02,16:57:37.933000,3
3062,2020-11-02,16:57:37.934000,3
3103,2020-11-02,16:57:37.934000,3
3063,2020-11-02,16:57:37.934000,3
3126,2020-11-02,16:57:37.935000,3
3125,2020-11-02,16:57:37.936000,3
3104,2020-11-02,16:57:37.936000,3
3108,2020-11-02,16:57:37.936000,3
3072,2020-11-02,16:57:37.936000,3
3105,2020-11-02,16:57:37.936000,3
3094,2020-11-02,16:57:37.939000,3
3073,2020-11-02,16:57:37.939000,3
3117,2020-11-02,16:57:37.939000,3
3295,2020-11-02,16:57:37.941000,3
3529,2020-11-02,16:57:37.941000,3
3136,2020-11-02,16:57:37.942000,3
3109,2020-11-02,16:57:37.942000,3
3069,2020-11-02,16:57:37.944000,3
3106,2020-11-02,16:57:37.944000,3
3110,2020-11-02,16:57:37.945000,3
3070,2020-11-02,16:57:37.945000,3
3118,2020-11-02,16:57:37.945000,3
3127,2020-11-02,16:57:37.945000,3
3119,2020-11-02,16:57:37.946000,3
3128,2020-11-02,16:57:37.946000,3
3074,2020-11-02,16:57:37.946000,3
3075,2020-11-02,16:57:37.946000,3
3076,2020-11-02,16:57:37.947000,3
3098,2020-11-02,16:57:37.947000,3
3099,2020-11-02,16:57:37.947000,3
3168,2020-11-02,16:57:37.947000,3
3206,2020-11-02,16:57:37.947000,3
3120,2020-11-02,16:57:37.950000,3
3100,2020-11-02,16:57:37.950000,3
3147,2020-11-02,16:57:37.950000,3
3149,2020-11-02,16:57:37.950000,3
3078,2020-11-02,16:57:37.950000,3
3150,2020-11-02,16:57:37.951000,3
3111,2020-11-02,16:57:37.951000,3
3169,2020-11-02,16:57:37.954000,3
3112,2020-11-02,16:57:37.954000,3
3188,2020-11-02,16:57:37.954000,3
3219,2020-11-02,16:57:37.954000,3
3113,2020-11-02,16:57:37.954000,3
3114,2020-11-02,16:57:37.956000,3
3115,2020-11-02,16:57:37.956000,3
3165,2020-11-02,16:57:37.967000,3
3116,2020-11-02,16:57:37.967000,3
3122,2020-11-02,16:57:37.967000,3
3123,2020-11-02,16:57:37.967000,3
3144,2020-11-02,16:57:37.967000,3
3129,2020-11-02,16:57:37.968000,3
3189,2020-11-02,16:57:37.968000,3
3121,2020-11-02,16:57:37.968000,3
3221,2020-11-02,16:57:37.968000,3
3130,2020-11-02,16:57:37.968000,3
3190,2020-11-02,16:57:37.968000,3
3131,2020-11-02,16:57:37.969000,3
3132,2020-11-02,16:57:37.969000,3
3133,2020-11-02,16:57:37.969000,3
3174,2020-11-02,16:57:37.970000,3
3134,2020-11-02,16:57:37.971000,3
3269,2020-11-02,16:57:37.973000,3
3201,2020-11-02,16:57:37.980000,3
3135,2020-11-02,16:57:37.982000,3
3265,2020-11-02,16:57:37.984000,3
3935,2020-11-02,16:57:37.986000,3
3166,2020-11-02,16:57:37.986000,3
3145,2020-11-02,16:57:37.986000,3
3266,2020-11-02,16:57:37.987000,3
3367,2020-11-02,16:57:37.987000,3
3138,2020-11-02,16:57:37.989000,3
3146,2020-11-02,16:57:37.989000,3
3387,2020-11-02,16:57:37.989000,3
3139,2020-11-02,16:57:37.992000,3
3140,2020-11-02,16:57:37.992000,3
3141,2020-11-02,16:57:37.994000,3
3175,2020-11-02,16:57:37.994000,3
3202,2020-11-02,16:57:37.994000,3
3298,2020-11-02,16:57:37.995000,3
3142,2020-11-02,16:57:37.995000,3
3220,2020-11-02,16:57:37.995000,3
3176,2020-11-02,16:57:37.996000,3
3151,2020-11-02,16:57:37.996000,3
3152,2020-11-02,16:57:37.997000,3
3153,2020-11-02,16:57:37.998000,3
3143,2020-11-02,16:57:37.998000,3
3154,2020-11-02,16:57:37.998000,3
3672,2020-11-02,16:57:37.998000,3
3177,2020-11-02,16:57:37.999000,3
3178,2020-11-02,16:57:37.999000,3
3179,2020-11-02,16:57:38,3
3180,2020-11-02,16:57:38,3
3278,2020-11-02,16:57:38,3
3436,2020-11-02,16:57:38.001000,3
3181,2020-11-02,16:57:38.001000,3
3215,2020-11-02,16:57:38.007000,3
3229,2020-11-02,16:57:38.007000,3
3155,2020-11-02,16:57:38.007000,3
3484,2020-11-02,16:57:38.007000,3
3182,2020-11-02,16:57:38.008000,3
3230,2020-11-02,16:57:38.008000,3
3170,2020-11-02,16:57:38.009000,3
3183,2020-11-02,16:57:38.009000,3
3279,2020-11-02,16:57:38.009000,3
3157,2020-11-02,16:57:38.009000,3
3184,2020-11-02,16:57:38.010000,3
3171,2020-11-02,16:57:38.016000,3
3172,2020-11-02,16:57:38.016000,3
3173,2020-11-02,16:57:38.016000,3
3158,2020-11-02,16:57:38.016000,3
3191,2020-11-02,16:57:38.017000,3
3159,2020-11-02,16:57:38.017000,3
3256,2020-11-02,16:57:38.018000,3
3185,2020-11-02,16:57:38.018000,3
3160,2020-11-02,16:57:38.018000,3
3186,2020-11-02,16:57:38.019000,3
3203,2020-11-02,16:57:38.021000,3
3282,2020-11-02,16:57:38.021000,3
3299,2020-11-02,16:57:38.021000,3
3207,2020-11-02,16:57:38.026000,3
3192,2020-11-02,16:57:38.028000,3
3187,2020-11-02,16:57:38.028000,3
3193,2020-11-02,16:57:38.028000,3
3194,2020-11-02,16:57:38.028000,3
3195,2020-11-02,16:57:38.029000,3
3196,2020-11-02,16:57:38.030000,3
3197,2020-11-02,16:57:38.031000,3
3408,2020-11-02,16:57:38.031000,3
3240,2020-11-02,16:57:38.031000,3
3198,2020-11-02,16:57:38.033000,3
3231,2020-11-02,16:57:38.033000,3
3270,2020-11-02,16:57:38.034000,3
3397,2020-11-02,16:57:38.034000,3
3222,2020-11-02,16:57:38.035000,3
3208,2020-11-02,16:57:38.036000,3
3223,2020-11-02,16:57:38.037000,3
3209,2020-11-02,16:57:38.037000,3
3210,2020-11-02,16:57:38.037000,3
3211,2020-11-02,16:57:38.041000,3
3212,2020-11-02,16:57:38.042000,3
3224,2020-11-02,16:57:38.042000,3
3241,2020-11-02,16:57:38.043000,3
3199,2020-11-02,16:57:38.043000,3
3225,2020-11-02,16:57:38.043000,3
3213,2020-11-02,16:57:38.044000,3
3200,2020-11-02,16:57:38.045000,3
3226,2020-11-02,16:57:38.046000,3
3232,2020-11-02,16:57:38.047000,3
3214,2020-11-02,16:57:38.058000,3
3409,2020-11-02,16:57:38.059000,3
3234,2020-11-02,16:57:38.059000,3
3257,2020-11-02,16:57:38.061000,3
3300,2020-11-02,16:57:38.061000,3
3235,2020-11-02,16:57:38.061000,3
3258,2020-11-02,16:57:38.062000,3
3297,2020-11-02,16:57:38.063000,3
3247,2020-11-02,16:57:38.064000,3
3259,2020-11-02,16:57:38.064000,3
3350,2020-11-02,16:57:38.064000,3
3271,2020-11-02,16:57:38.064000,3
3423,2020-11-02,16:57:38.064000,3
3242,2020-11-02,16:57:38.064000,3
3336,2020-11-02,16:57:38.065000,3
3248,2020-11-02,16:57:38.065000,3
3227,2020-11-02,16:57:38.065000,3
3474,2020-11-02,16:57:38.065000,3
3410,2020-11-02,16:57:38.065000,3
3228,2020-11-02,16:57:38.066000,3
3236,2020-11-02,16:57:38.066000,3
3237,2020-11-02,16:57:38.066000,3
3249,2020-11-02,16:57:38.066000,3
3267,2020-11-02,16:57:38.066000,3
3283,2020-11-02,16:57:38.066000,3
3301,2020-11-02,16:57:38.066000,3
3272,2020-11-02,16:57:38.067000,3
3284,2020-11-02,16:57:38.068000,3
3308,2020-11-02,16:57:38.068000,3
3285,2020-11-02,16:57:38.069000,3
3703,2020-11-02,16:57:38.069000,3
4225,2020-11-02,16:57:38.069000,3
3302,2020-11-02,16:57:38.069000,3
3280,2020-11-02,16:57:38.071000,3
3273,2020-11-02,16:57:38.071000,3
3286,2020-11-02,16:57:38.071000,3
3309,2020-11-02,16:57:38.071000,3
3368,2020-11-02,16:57:38.073000,3
3351,2020-11-02,16:57:38.073000,3
3243,2020-11-02,16:57:38.073000,3
3398,2020-11-02,16:57:38.073000,3
3537,2020-11-02,16:57:38.074000,3
3310,2020-11-02,16:57:38.074000,3
3291,2020-11-02,16:57:38.083000,3
3303,2020-11-02,16:57:38.084000,3
3250,2020-11-02,16:57:38.084000,3
3287,2020-11-02,16:57:38.084000,3
3292,2020-11-02,16:57:38.084000,3
3304,2020-11-02,16:57:38.084000,3
3288,2020-11-02,16:57:38.085000,3
3360,2020-11-02,16:57:38.087000,3
3289,2020-11-02,16:57:38.088000,3
3305,2020-11-02,16:57:38.088000,3
3352,2020-11-02,16:57:38.088000,3
3449,2020-11-02,16:57:38.089000,3
3306,2020-11-02,16:57:38.089000,3
3293,2020-11-02,16:57:38.089000,3
3294,2020-11-02,16:57:38.097000,3
3370,2020-11-02,16:57:38.097000,3
3411,2020-11-02,16:57:38.097000,3
3377,2020-11-02,16:57:38.097000,3
3311,2020-11-02,16:57:38.097000,3
3457,2020-11-02,16:57:38.098000,3
3244,2020-11-02,16:57:38.098000,3
3333,2020-11-02,16:57:38.098000,3
3312,2020-11-02,16:57:38.098000,3
3378,2020-11-02,16:57:38.098000,3
3313,2020-11-02,16:57:38.098000,3
3424,2020-11-02,16:57:38.099000,3
3346,2020-11-02,16:57:38.099000,3
3325,2020-11-02,16:57:38.100000,3
3379,2020-11-02,16:57:38.101000,3
3314,2020-11-02,16:57:38.101000,3
3353,2020-11-02,16:57:38.101000,3
3326,2020-11-02,16:57:38.101000,3
3327,2020-11-02,16:57:38.102000,3
3354,2020-11-02,16:57:38.104000,3
3328,2020-11-02,16:57:38.104000,3
3355,2020-11-02,16:57:38.104000,3
3329,2020-11-02,16:57:38.106000,3
5274,2020-11-02,16:57:38.106000,3
3315,2020-11-02,16:57:38.106000,3
3316,2020-11-02,16:57:38.106000,3
3372,2020-11-02,16:57:38.107000,3
3317,2020-11-02,16:57:38.110000,3
3356,2020-11-02,16:57:38.110000,3
3331,2020-11-02,16:57:38.110000,3
3337,2020-11-02,16:57:38.111000,3
3318,2020-11-02,16:57:38.111000,3
3319,2020-11-02,16:57:38.111000,3
3380,2020-11-02,16:57:38.113000,3
3320,2020-11-02,16:57:38.113000,3
3321,2020-11-02,16:57:38.113000,3
3381,2020-11-02,16:57:38.113000,3
3338,2020-11-02,16:57:38.115000,3
3322,2020-11-02,16:57:38.115000,3
3323,2020-11-02,16:57:38.118000,3
3324,2020-11-02,16:57:38.118000,3
3334,2020-11-02,16:57:38.119000,3
3519,2020-11-02,16:57:38.119000,3
4036,2020-11-02,16:57:38.120000,3
3413,2020-11-02,16:57:38.130000,3
3414,2020-11-02,16:57:38.130000,3
3361,2020-11-02,16:57:38.130000,3
3382,2020-11-02,16:57:38.133000,3
3399,2020-11-02,16:57:38.134000,3
4069,2020-11-02,16:57:38.135000,3
3458,2020-11-02,16:57:38.136000,3
3425,2020-11-02,16:57:38.136000,3
3357,2020-11-02,16:57:38.136000,3
3968,2020-11-02,16:57:38.136000,3
3400,2020-11-02,16:57:38.137000,3
3383,2020-11-02,16:57:38.137000,3
3339,2020-11-02,16:57:38.137000,3
3340,2020-11-02,16:57:38.137000,3
3341,2020-11-02,16:57:38.137000,3
3403,2020-11-02,16:57:38.137000,3
3347,2020-11-02,16:57:38.151000,3
3342,2020-11-02,16:57:38.151000,3
3426,2020-11-02,16:57:38.152000,3
3343,2020-11-02,16:57:38.152000,3
3418,2020-11-02,16:57:38.152000,3
3345,2020-11-02,16:57:38.152000,3
3427,2020-11-02,16:57:38.152000,3
3419,2020-11-02,16:57:38.161000,3
3348,2020-11-02,16:57:38.162000,3
3401,2020-11-02,16:57:38.162000,3
3389,2020-11-02,16:57:38.165000,3
3373,2020-11-02,16:57:38.165000,3
3374,2020-11-02,16:57:38.165000,3
3384,2020-11-02,16:57:38.165000,3
3349,2020-11-02,16:57:38.165000,3
3375,2020-11-02,16:57:38.166000,3
3428,2020-11-02,16:57:38.166000,3
3390,2020-11-02,16:57:38.166000,3
3404,2020-11-02,16:57:38.166000,3
3461,2020-11-02,16:57:38.168000,3
3587,2020-11-02,16:57:38.176000,3
