CODIGO,NOMBRE,CODMARCA,FECHA_AUD,HORA_AUD
4521,212TX,491,2018-06-14,16:27:27.284000
4522,CA-1290,509,2018-06-14,16:44:46.592000
4523,SUNSHINE,551,2018-06-14,16:48:39.888000
4525,SMR19A,552,2018-06-15,11:58:31.585000
4527,A001,544,2018-06-15,14:27:45.333000
4528,T700W,442,2018-06-15,16:23:27.991000
4529,WORK center PE220,448,2018-06-15,16:52:09.487000
4530,SVE14AE13U,144,2018-06-15,17:08:40.232000
4532,TOSHIBA,504,2018-06-18,11:05:54.822000
4533,80EC,446,2018-06-18,11:11:28.466000
4534,DESJET INK ADVANTAGE 3545,449,2018-06-18,11:17:40.077000
4535,L1706,449,2018-06-18,11:23:54.331000
4537,NO,553,2018-06-18,11:43:20.143000
4538,A01,447,2018-06-19,11:50:32.111000
4539,PHASER 3100 MFP,448,2018-06-19,13:15:08.540000
4540,CQ45,481,2018-06-19,15:02:24.625000
4541,PRO 1500,403,2018-06-20,09:20:54.492000
4542,960 PD,463,2018-06-20,09:29:07.456000
4544,471025,449,2018-06-20,10:05:26.892000
4545,JET PRO M102W,449,2018-06-20,10:13:03.202000
4546,M100,441,2018-06-20,10:38:27.096000
4547,LCD PROTECTOR,485,2018-06-20,12:00:45.361000
4549,0PSA,507,2018-06-20,16:06:11.305000
4550,INV.NO.306,481,2018-06-20,16:14:43.233000
4552,H369A,441,2018-06-20,16:40:23.535000
4553,OFJ 5610,449,2018-06-21,09:13:42.577000
4554,DCP-1617NW,442,2018-06-21,10:59:30.930000
4556,B5164WM,504,2018-06-21,12:39:38.404000
6820,ROYAL 1600MX,463,2021-04-12,16:16:53.039000
6821,Z50-70 20354,446,2021-04-14,12:48:30.171000
6822,pavilion 23-q002la,449,2021-04-14,13:20:34.192000
6823,LASER JET M602,449,2021-04-19,11:59:11.399000
6824,600 M602,449,2021-04-19,11:59:12.457000
6825,MT-M3578-CBS,446,2021-04-19,12:46:00.715000
6826,MFC L-2740DW,442,2021-04-20,13:49:23.880000
6827,CCTV-880,621,2021-04-20,14:29:08.685000
6828,PCG-31311U,144,2021-04-22,09:19:43.412000
6829,A1706,465,2021-04-22,13:10:48.575000
6830,ADVANTAGE ULTRA 4729,449,2021-04-22,15:50:29.954000
6831,BX1100CI-LM,403,2021-04-22,15:53:50.018000
6832,KOR-1N0AW,211,2021-04-22,15:58:45.238000
6833, OFFICE JET PRO 8610,449,2021-04-26,14:16:51.361000
6834,¡X6810,443,2021-04-27,12:49:31.888000
6835,CQ5215LA,481,2021-04-27,13:21:45.879000
6836,9023T,655,2021-04-28,15:35:17.691000
6837,14-D020LA,449,2021-04-29,15:39:32.491000
6838,ASPIRE Z1-601,373,2021-04-29,16:39:41.865000
6839,MPRO EXPRESS M4072FD,128,2021-04-30,12:59:38.522000
6840,INSPIRON 3646,447,2021-04-30,13:45:52.674000
6841,IDEATAB A1000,446,2021-04-30,15:18:59.663000
6842,DCP-165C,442,2021-05-04,18:01:09.955000
6843,PROTECTOR LCD &PC,590,2021-05-05,09:52:23.708000
6844,LASERJET 1536DNF MFP,449,2021-05-05,10:31:07.190000
6845,L430,446,2021-05-05,14:26:27.563000
6846,S308,444,2021-05-06,13:08:43.370000
6847,PROBOOK 440 G2,449,2021-05-06,13:24:25.225000
6848,ADVANTAGE 1115,449,2021-05-07,11:03:19.154000
6849,440 G6,449,2021-05-07,12:31:30.787000
6850,RTL8323BE,449,2021-05-08,12:10:05.766000
6851,ASPIRE 3 A314-32 SERIES,373,2021-05-10,09:40:41.113000
6852,XPRESS M2875FW,128,2021-05-10,11:39:47.816000
6853,L606,441,2021-05-10,14:53:25.775000
6854,HO LASER JET 3015,449,2021-05-11,15:14:51.977000
6855,PROTECTOR LCD & PC,590,2021-05-12,11:08:24.110000
6856,M426DFDW,449,2021-05-12,14:27:54.316000
6857,SVF143B1YU,743,2021-05-12,14:53:18.405000
6858,BX1300G,403,2021-05-12,16:49:28.734000
6859,OM750A,473,2021-05-15,09:10:22.724000
6860,2134,449,2021-05-17,10:50:56.487000
6861,MS 2264,373,2021-05-17,16:39:06.909000
6862,15-DA001LA,449,2021-05-19,12:33:03.228000
6863,CP1515N,449,2021-05-19,15:50:36.938000
6864,PRO EXPESS M4508FX,128,2021-05-20,11:52:40.432000
6865,P170-HD,443,2021-05-20,15:11:13.063000
6866,F0CC,446,2021-05-20,16:02:54.859000
6867,hp laserjet p1102w,449,2021-05-21,16:28:29.117000
6868,V130-141GM,446,2021-05-24,10:27:56.493000
6869,Z546,446,2021-05-24,11:49:54.176000
6870,INSPIRON P89G,447,2021-05-25,10:20:25.144000
6871,M700Z,762,2021-05-25,10:22:08.009000
4557,C462S,441,2018-06-21,13:54:42.741000
4558,15-BSOO31A,449,2018-06-21,16:10:59.585000
4559,9970,442,2018-06-21,17:43:49.734000
4560,2420,449,2018-06-21,18:22:01.257000
4561,LASER jet PRO M201 ,449,2018-06-22,14:40:06.300000
4563,EXPRESS 2526M,128,2018-06-22,14:55:17.139000
4564,T220,128,2018-06-22,15:54:02.120000
4566,pcg-6x1l,144,2018-06-22,18:43:50.935000
4567,1660,441,2018-06-23,13:12:26.404000
4569,1102 ,449,2018-06-25,12:38:08.662000
4570,L226WTQS,270,2018-06-25,13:04:23.877000
4572,NP300E4C,128,2018-06-25,14:21:15.286000
4573,LASER JET 600 M602,449,2018-06-26,11:20:57.551000
4575,M22501A,468,2018-06-26,13:25:47.266000
4576,80X2,446,2018-06-26,14:05:02.848000
4577,X16,449,2018-06-26,14:08:58.242000
4578,LASER JET 200 COLOR,449,2018-06-26,14:37:31.459000
4579,NP370R4E,128,2018-06-27,11:26:59.921000
4580,LOGOS 444,470,2018-06-28,10:52:05.176000
4581,LASERJET M2727,449,2018-06-28,11:31:33.742000
4582,SATELLITE L455D-S5976,504,2018-06-28,13:57:12.474000
4583,XE-A107,140,2018-06-28,14:58:18.602000
4585,FP17G+,555,2018-06-29,14:30:30.984000
4586,LX-300,441,2018-07-02,09:45:23.218000
4587,CROSS/ CUT 4004,508,2018-07-02,09:53:19.407000
4589,laser jet 1120 ,449,2018-07-02,14:25:44.298000
4590,T1110,441,2018-07-02,14:28:08.075000
4592,1788,533,2018-07-03,10:13:51.540000
4593,7110,449,2018-07-03,10:20:18.496000
4594,SATELLITE L55,504,2018-07-03,10:46:43.365000
4595,A1286,465,2018-07-03,10:48:07.064000
4596,DESKJET INK ADVANTAGE 3635,449,2018-07-03,11:57:33.878000
4597,L365,441,2018-07-03,12:18:51.113000
4598,7840,442,2018-07-03,12:20:06.314000
4600,HL-1202,442,2018-07-03,12:46:03.776000
4601,P4515,449,2018-07-03,12:49:50.184000
4603,P1606,449,2018-07-03,13:42:30.998000
4604,GX-8750,442,2018-07-03,13:46:18.570000
4605,OFFICE JET 8100,449,2018-07-03,14:33:20.932000
4606,OFFICE JET 7510,449,2018-07-03,14:55:32.265000
4608,M188A,441,2018-07-03,16:10:23.281000
4610,ULTRA 5739,449,2018-07-04,09:55:25.339000
4611,LP 2844,459,2018-07-04,10:50:36.110000
4612,A1708,465,2018-07-04,10:53:33.453000
4613,2035,384,2018-07-04,11:59:47.628000
4614,7011,476,2018-07-04,12:04:42.110000
4615,G001,447,2018-07-04,16:09:24.006000
4617,M501,449,2018-07-04,16:36:08.869000
4618,304TS,509,2018-07-05,09:26:17.478000
4619,P11505,449,2018-07-05,15:53:06.204000
4620,ML1675,128,2018-07-05,15:54:35.179000
6625,SPP-R300,719,2020-12-11,14:15:01.888000
2905,DVD-170,111,2008-06-11,15:47:06.498000
2906,DVD-170 PRO,111,2008-06-11,15:47:06.508000
2907,DVD-622,111,2008-06-11,15:47:06.518000
2908,DVD-700,111,2008-06-11,15:47:06.528000
2909,DVD-701,111,2008-06-11,15:47:06.538000
2910,DVD-710,111,2008-06-11,15:47:06.548000
2911,DVD-711,111,2008-06-11,15:47:06.558000
2912,DVD-712,111,2008-06-11,15:47:06.568000
2913,DVD-730,111,2008-06-11,15:47:06.578000
2914,DVD-750,111,2008-06-11,15:47:06.588000
2915,DVD-825,111,2008-06-11,15:47:06.608000
2916,DVD-930,111,2008-06-11,15:47:06.618000
2917,DVD-935,111,2008-06-11,15:47:06.618000
2918,DVD-950,111,2008-06-11,15:47:06.638000
2919,DVD-956,111,2008-06-11,15:47:06.638000
2920,DVD-960,111,2008-06-11,15:47:06.658000
2921,DVD-615,111,2008-06-11,15:47:06.668000
2922,DVD-616,111,2008-06-11,15:47:06.668000
2923,DVD-616K,111,2008-06-11,15:47:06.728000
2924,DVD-733,111,2008-06-11,15:47:06.738000
2925,DVD-625,111,2008-06-11,15:47:06.798000
2926,DVD-628,111,2008-06-11,15:47:06.848000
2927,DVD-726K,111,2008-06-11,15:47:06.868000
2928,DVD-727,111,2008-06-11,15:47:06.868000
2929,DVD-728,111,2008-06-11,15:47:06.878000
2930,DVD-634,111,2008-06-11,15:47:06.898000
2931,DVD-640,111,2008-06-11,15:47:06.908000
2932,DVD-703,111,2008-06-11,15:47:06.918000
2933,DVD-704,111,2008-06-11,15:47:06.928000
2934,DVD-707,111,2008-06-11,15:47:06.938000
2935,DVD-724,111,2008-06-11,15:47:06.958000
2936,DVD-736K,111,2008-06-11,15:47:06.979000
2937,DVD-762,111,2008-06-11,15:47:06.989000
2938,DVD-865AT,111,2008-06-11,15:47:06.999000
2939,DVD-870P,111,2008-06-11,15:47:07.009000
2940,DVD-880R,111,2008-06-11,15:47:07.019000
2941,DVD-953,111,2008-06-11,15:47:07.029000
2942,DVD-Q30,111,2008-06-11,15:47:07.039000
2943,DVD-Q35,111,2008-06-11,15:47:07.049000
2944,DVD-Q40,111,2008-06-11,15:47:07.059000
2945,DVD-781,111,2008-06-11,15:47:07.079000
2946,DVP-520,111,2008-06-11,15:47:07.079000
2947,DVP-642,111,2008-06-11,15:47:07.089000
2948,DVP-630,111,2008-06-11,15:47:07.109000
2949,LX-2000D,111,2008-06-11,15:47:07.109000
2950,LX-3000D,111,2008-06-11,15:47:07.129000
2951,LX-3500,111,2008-06-11,15:47:07.129000
2952,LX-7000,111,2008-06-11,15:47:07.139000
2953,LX-8000E,111,2008-06-11,15:47:07.159000
2954,MX-3800D,111,2008-06-11,15:47:07.169000
2955,MX-6000,111,2008-06-11,15:47:07.179000
2956,LX-8000SA,111,2008-06-11,15:47:07.189000
2957,FW-D550,111,2008-06-11,15:47:07.199000
2958,FW-D596,111,2008-06-11,15:47:07.209000
2959,MCD-280,111,2008-06-11,15:47:07.219000
2960,MX-1060D,111,2008-06-11,15:47:07.229000
2961,DFR-1600,111,2008-06-11,15:47:07.239000
2962,PET-800,111,2008-06-11,15:47:07.249000
2963,PRESTIGE 2200,304,2008-06-11,15:47:07.259000
2964,PRESTIGE S-2100,304,2008-06-11,15:47:07.269000
6626,NB500,502,2020-12-14,11:31:37.780000
6627,W1934S-BN,270,2020-12-14,12:01:09.338000
6628,PCG-71C11U,743,2020-12-14,12:11:53.191000
6629,IDEAPAD MIIX 310-10ICR,446,2020-12-14,13:30:41.155000
6630,LASER JET PRO M12W,449,2020-12-14,14:27:18.740000
6631,SM-T510,128,2020-12-15,12:55:39.014000
6632,STYLUS TX120,441,2020-12-15,16:13:24.820000
6633,MFP M281FDW,449,2020-12-16,13:32:41.752000
6635,ASPIRE M1610,373,2020-12-17,16:07:23.196000
6636,ES 350,403,2020-12-17,17:19:31.735000
6637,UPS ES 350,403,2020-12-17,17:20:58.559000
6638,T100TA-MN1H,475,2020-12-18,11:53:25.698000
6639,EC-PM-5890X,517,2020-12-21,09:45:30.952000
6640,EC-PM-5090X (267),517,2020-12-21,09:50:50.968000
6641,355V,128,2020-12-21,16:43:44.498000
6642,OPTIMA K,506,2020-12-22,11:04:03.316000
6643,DESKJET 5820,449,2020-12-22,13:56:58.111000
2983,EP DVD-650,305,2008-06-11,15:47:07.479000
2984,DVD-1500,305,2008-06-11,15:47:07.489000
2985,V10,306,2008-06-11,15:47:07.499000
2986,DVD-150HT,307,2008-06-11,15:47:07.509000
2987,DVD-P350,307,2008-06-11,15:47:07.519000
2988,DVD-1000,307,2008-06-11,15:47:07.529000
2989,DVD-2000,307,2008-06-11,15:47:07.539000
2990,DVD-2500,307,2008-06-11,15:47:07.549000
2991,DVD-2002,308,2008-06-11,15:47:07.559000
2992,DVD-5000,309,2008-06-11,15:47:07.569000
2993,DVD-172,310,2008-06-11,15:47:07.579000
2994,RN-3150E,312,2008-06-11,15:47:07.599000
2995,AVPHILE-713,313,2008-06-11,15:47:07.609000
2996,DVD-2400,314,2008-06-11,15:47:07.619000
2997,DRC220N,120,2008-06-11,15:47:07.629000
2998,850,315,2008-06-11,15:47:07.639000
2999,RDV-201,121,2008-06-11,15:47:07.649000
3000,DVD-229A,316,2008-06-11,15:47:07.660000
3001,DVD-229C,316,2008-06-11,15:47:07.670000
3002,A3,317,2008-06-11,15:47:07.680000
3003,A6,317,2008-06-11,15:47:07.690000
3004,DVD-2020H,318,2008-06-11,15:47:07.700000
3005,DVD-2025H,318,2008-06-11,15:47:07.710000
3006,DVD-2027H,318,2008-06-11,15:47:07.720000
3007,DVD-3620H,318,2008-06-11,15:47:07.740000
3008,DVD-5104PSPK,318,2008-06-11,15:47:07.750000
3009,AMW-280,319,2008-06-11,15:47:07.760000
3010,DVD-215,319,2008-06-11,15:47:07.770000
3011,DVD-280,320,2008-06-11,15:47:07.780000
3012,DVD-3610,320,2008-06-11,15:47:07.790000
3013,DVD-800,320,2008-06-11,15:47:07.800000
3014,DVCI-15G,321,2008-06-11,15:47:07.810000
3015,S-1200,127,2008-06-11,15:47:07.820000
3016,DVD-320,322,2008-06-11,15:47:07.830000
3017,DVD-360,322,2008-06-11,15:47:07.840000
3018,DVD-520,322,2008-06-11,15:47:07.850000
3019,DVD-560,322,2008-06-11,15:47:07.860000
3020,DVD-620,322,2008-06-11,15:47:07.870000
3021,DVD-K535,322,2008-06-11,15:47:07.880000
3022,DVD-K565,322,2008-06-11,15:47:07.890000
3023,DVE-560,322,2008-06-11,15:47:07.900000
3024,DVE-660,322,2008-06-11,15:47:07.910000
3025,DVD-237,128,2008-06-11,15:47:07.920000
3026,DVD-511,128,2008-06-11,15:47:07.930000
3027,DVD-611,128,2008-06-11,15:47:07.950000
3028,DVD-709,128,2008-06-11,15:47:07.960000
3029,DVD-711,128,2008-06-11,15:47:07.970000
3030,DVD-809,128,2008-06-11,15:47:07.980000
3031,DVD-811,128,2008-06-11,15:47:07.990000
3032,DVD-909,128,2008-06-11,15:47:08
3033,DVD-E137B,128,2008-06-11,15:47:08.020000
3034,DVD-HD40,128,2008-06-11,15:47:08.020000
3035,DVD-HD937,128,2008-06-11,15:47:08.040000
3036,DVD-M103,128,2008-06-11,15:47:08.050000
3037,DVD-M105,128,2008-06-11,15:47:08.060000
3038,DVD-M105E,128,2008-06-11,15:47:08.070000
3039,DVD-M108,128,2008-06-11,15:47:08.080000
3040,DVD-M203,128,2008-06-11,15:47:08.080000
3041,DVD-M204,128,2008-06-11,15:47:08.100000
3042,DVD-M305,128,2008-06-11,15:47:08.110000
3043,DVD-M405,128,2008-06-11,15:47:08.120000
3044,DVD-MC20,128,2008-06-11,15:47:08.130000
3045,DVD-P233K,128,2008-06-11,15:47:08.140000
3046,DVD-P243,128,2008-06-11,15:47:08.150000
3047,DVD-S124,128,2008-06-11,15:47:08.160000
3048,DVD-S225,128,2008-06-11,15:47:08.170000
3049,DVD-S228,128,2008-06-11,15:47:08.180000
3050,DVD-V5000,128,2008-06-11,15:47:08.200000
3051,DVD-707,128,2008-06-11,15:47:08.210000
3052,DVD-807,128,2008-06-11,15:47:08.220000
3053,DVD-907,128,2008-06-11,15:47:08.230000
3054,DVD-839,128,2008-06-11,15:47:08.240000
3055,DVD-1000,128,2008-06-11,15:47:08.250000
3056,DVD-M101,128,2008-06-11,15:47:08.260000
3057,DVD-M107,128,2008-06-11,15:47:08.270000
3058,DVD-P433,128,2008-06-11,15:47:08.280000
3059,DVD-S224,128,2008-06-11,15:47:08.290000
3060,DVD-S423,128,2008-06-11,15:47:08.300000
3061,SV-DVD1E,128,2008-06-11,15:47:08.310000
3062,DTH-3300,128,2008-06-11,15:47:08.320000
3063,DTH-3600,128,2008-06-11,15:47:08.330000
3064,DTH-4000,128,2008-06-11,15:47:08.340000
3065,DTH-4200,128,2008-06-11,15:47:08.350000
3066,DTH-4500,128,2008-06-11,15:47:08.361000
3067,HT-DL100,128,2008-06-11,15:47:08.371000
3068,HT-DM150,128,2008-06-11,15:47:08.381000
3069,HT-DM550,128,2008-06-11,15:47:08.401000
3070,HT-DS400,128,2008-06-11,15:47:08.411000
3071,SV-DVD3E,128,2008-06-11,15:47:08.421000
3072,SV-DVD40,128,2008-06-11,15:47:08.431000
3073,SV-DVD50,128,2008-06-11,15:47:08.441000
3074,V70,128,2008-06-11,15:47:08.451000
3075,V85,128,2008-06-11,15:47:08.461000
3076,V2200,128,2008-06-11,15:47:08.471000
3077,24WT25E,128,2008-06-11,15:47:08.481000
3078,725,128,2008-06-11,15:47:08.491000
3079,725D,128,2008-06-11,15:47:08.511000
4622,123,449,2018-07-06,09:56:19.194000
3081,DVD-1550A,133,2008-06-11,15:47:08.521000
3082,DVD-5100,133,2008-06-11,15:47:08.541000
3083,DVD-6070,133,2008-06-11,15:47:08.561000
3084,DVD-7201,133,2008-06-11,15:47:08.571000
4624,2545,449,2018-07-06,11:27:16.540000
4625,201411,441,2018-07-06,13:12:36.833000
4626,G04,449,2018-07-06,16:33:32.436000
4627,MS325,485,2018-07-09,14:14:39.909000
4629,HL-2270DW,442,2018-07-09,16:33:40.131000
4631,DESKJET F4480,449,2018-07-11,14:46:28.568000
4633,ULTRABOOK,449,2018-07-12,10:25:39.085000
4634,WORk center 3550,448,2018-07-12,12:00:11.682000
4635,1001PXD,556,2018-07-12,12:30:14.327000
4636,LASER JET 5200 TN,449,2018-07-12,12:35:03.447000
4637,E178FPD,447,2018-07-12,13:11:44.417000
4639,MF7220,442,2018-07-12,15:59:45.844000
4640,KM-2810,384,2018-07-13,15:31:53.574000
4642,LASER JET 1020,449,2018-07-13,16:31:17.143000
3099,DV-550,140,2008-06-11,15:47:08.731000
3100,DV-620,140,2008-06-11,15:47:08.741000
3101,DV-654Z,140,2008-06-11,15:47:08.751000
3102,DVS-15H,140,2008-06-11,15:47:08.761000
4643,P1006,449,2018-07-14,10:24:11.184000
4644,6000,481,2018-07-14,10:36:20.717000
4645,OFJ J6480,449,2018-07-14,12:42:30.789000
4646,DV4,449,2018-07-16,09:44:24.145000
6644,IMAGE CLASS MF6530,443,2020-12-22,17:00:19.202000
4650,CA-304TS,509,2018-07-16,12:20:24.855000
4651,AX-310,442,2018-07-17,11:20:17.664000
4652,LASER JET PRO M501,449,2018-07-17,11:51:23.248000
4653,LC,558,2018-07-17,11:59:56.495000
4654,240 G6,449,2018-07-17,12:23:09.336000
4655,M521DN,449,2018-07-17,13:37:31.492000
4657,N410,559,2018-07-17,14:37:10.065000
4659,DESKJET GT 5820,449,2018-07-17,16:59:15.295000
4660,3215,448,2018-07-17,17:00:35.505000
4661,M127FN,449,2018-07-17,17:56:05.907000
4662,4370,443,2018-07-17,17:57:45.858000
4663,THERMAL MASTER,270,2018-07-18,10:08:00.509000
4665,IDEAPAD S400U,446,2018-07-18,13:03:47.973000
4666,F15662,443,2018-07-18,13:52:31.993000
4667,1016MFP,384,2018-07-18,13:55:47.133000
4669,LASER JET P1606DN,449,2018-07-18,16:53:26.326000
4670,DELPHI,449,2018-07-18,16:56:15.091000
4672,DJ 3515,449,2018-07-19,11:56:14.421000
4673,D270,373,2018-07-19,12:00:32.055000
3127,DAV-S300,144,2008-06-11,15:47:09.062000
3128,DVP-C660,144,2008-06-11,15:47:09.072000
3129,DVP-C670D,144,2008-06-11,15:47:09.082000
3130,DVP-CX860,144,2008-06-11,15:47:09.092000
3131,DVP-M35,144,2008-06-11,15:47:09.102000
3132,DVP-NS300,144,2008-06-11,15:47:09.112000
3133,DVP-NS305,144,2008-06-11,15:47:09.122000
3134,DVP-NS400D,144,2008-06-11,15:47:09.132000
3135,DVP-NS700,144,2008-06-11,15:47:09.142000
3136,DVP-S330,144,2008-06-11,15:47:09.152000
3137,DVP-S335,144,2008-06-11,15:47:09.162000
3138,DVP-S360,144,2008-06-11,15:47:09.172000
3139,DVP-S336,144,2008-06-11,15:47:09.182000
3140,DVP-S525D,144,2008-06-11,15:47:09.222000
3141,DVP-530D,144,2008-06-11,15:47:09.252000
3142,DVP-S535D,144,2008-06-11,15:47:09.262000
3143,DVP-S536D,144,2008-06-11,15:47:09.272000
3144,DVP-S775D,144,2008-06-11,15:47:09.342000
3145,DVP-S735D,144,2008-06-11,15:47:09.372000
3146,DVP-NS355,144,2008-06-11,15:47:09.392000
3147,DVP-S500D,144,2008-06-11,15:47:09.402000
3148,PS-2,144,2008-06-11,15:47:09.412000
4674,CLJ 3600N,449,2018-07-19,18:26:36.215000
4675,3655,448,2018-07-20,11:31:31.607000
4676,INSPIRION 700M,447,2018-07-20,11:42:18.766000
4678,LASER JET 3020,449,2018-07-20,14:52:58.423000
4679,32LB580B,270,2018-07-20,18:03:24.873000
4681,1234,560,2018-07-23,10:15:33.327000
4682,COLOR LASER JET PRO MFP M277DW,449,2018-07-23,11:48:22.837000
4683,ISB LCD Y PC ,485,2018-07-23,12:32:30.173000
4684,PAVILION G SERIES,449,2018-07-23,15:21:29.739000
4685,M12W,449,2018-07-23,17:45:22.177000
4686,PC170,443,2018-07-23,17:47:47.572000
4688,WORK center 3315,448,2018-07-24,12:22:48.202000
4689,150,19,2018-07-24,12:59:29.239000
4691,2160N ,128,2018-07-24,14:05:32.198000
4692,m102w,449,2018-07-25,09:16:17.213000
4693,DCP-7065DN,442,2018-07-25,09:44:11.263000
4696,1000 LCD,494,2018-07-25,12:36:25.192000
4697,C5280,562,2018-07-25,18:21:00.473000
4698,L1718S,270,2018-07-25,18:42:40.167000
4699,M2070W,128,2018-07-26,10:14:08.602000
4700,TX110,441,2018-07-26,10:27:04.525000
4702,ER-380MP,563,2018-07-26,12:38:35.959000
4704,FAX-2840,442,2018-07-26,14:53:08.219000
4705,3999,564,2018-07-27,10:26:31.258000
4706,HP COMPAQ,449,2018-07-27,13:57:59.837000
4707,610,449,2018-07-28,10:18:36.530000
4708,8150,442,2018-07-28,10:23:40.380000
4709,OFFJ 7110,449,2018-07-28,10:25:23.020000
4711,ASPIRE E 14,373,2018-07-30,16:59:24.731000
4712,PCG-3E2P,144,2018-07-31,09:30:58.707000
4713,LATITUDE D630,447,2018-07-31,09:33:01.881000
4714,F162100,443,2018-07-31,11:14:23.375000
4715,MP250,443,2018-07-31,15:20:51.872000
6872,R-UPR-758,477,2021-05-25,11:41:36.521000
6873,BX600L-LM,403,2021-05-25,12:49:13.266000
6874,PLUSTEK OPTIC PRO A320,763,2021-05-25,12:56:26.657000
6875,PTO 6970,449,2021-05-25,13:53:37.389000
6876,M227FDW,449,2021-05-25,17:21:33.991000
6877,DESINGET 710,449,2021-05-25,17:34:33.801000
6878,DESINJET 510,449,2021-05-25,17:40:18.606000
6879,F0DT,446,2021-05-26,17:06:34.244000
6880,GU502L,475,2021-05-27,15:00:48.445000
6881,GALLEON 2P6K,764,2021-05-27,15:49:34.307000
6882,SMART 1500LCD,591,2021-05-27,17:54:33.431000
6883,HL-6180DW,442,2021-05-28,11:41:36.599000
6884,DH-XVR1A08,765,2021-05-28,14:39:43.797000
6885,THINKPAD E440,446,2021-05-28,14:50:29.509000
6886,14-DW0001LA,449,2021-05-31,11:56:30.611000
6887,TM-295,441,2021-06-01,10:14:59.437000
6888,LATITUD 3580,447,2021-06-01,13:15:55.737000
6889,LASERJET 1018,449,2021-06-01,17:04:54.838000
6890,SAMART TANK 530,449,2021-06-02,11:47:50.228000
6891,BOH-WAQ9R,723,2021-06-02,12:07:13.868000
6892,MXPRESS M2070,128,2021-06-02,12:55:45.562000
6893,TM-T20III,441,2021-06-02,13:42:18.225000
6894,FS-3640 MFP,384,2021-06-02,16:13:48.535000
6895,PRODESK 600 G1,449,2021-06-03,10:59:08.301000
6896,TFT185W,553,2021-06-03,17:04:26.554000
6897,920LM,128,2021-06-03,17:05:54.275000
6898,KR203,459,2021-06-04,10:40:38.707000
6899,ZM-400,459,2021-06-04,12:55:30.856000
6900,PCGUIA-1356,550,2021-06-07,09:12:27.624000
6901, ECOSYS M2035DN/L,384,2021-06-08,09:59:24.877000
6902,E900,767,2021-06-08,16:02:06.178000
6903,W2043TEI,270,2021-06-10,13:47:20.406000
6904,S24D390HL,128,2021-06-11,10:31:47.171000
6905,S510U,475,2021-06-15,10:01:27.947000
6906,DOLBY,446,2021-06-17,09:48:24.603000
6907,X203H,373,2021-06-17,13:11:27.676000
6908,WJ674A,481,2021-06-17,13:13:54.991000
6909,DESINGET 500,449,2021-06-17,17:56:56.807000
6910,C40-ASP4396FM,504,2021-06-18,11:11:22.834000
6911,HP G60,449,2021-06-18,13:09:25.128000
6912,81Y4,446,2021-06-18,15:09:40.195000
6913,DCP,442,2021-06-19,10:43:23.914000
6914,PRO 400 M401,449,2021-06-21,13:34:29.012000
6915,BE425M-LM,403,2021-06-21,16:36:03.384000
6916,LATITUDE 3590,447,2021-06-21,17:04:59.395000
6917,Q7T3,460,2021-06-22,10:01:23.963000
6918,EL-1801PII,140,2021-06-22,16:37:54.954000
6919,B2338,444,2021-06-23,09:27:52.099000
6920,W23-301,549,2021-06-23,17:01:25.635000
6921,5216R,476,2021-06-23,17:01:26.107000
6922,XVR1B08H,768,2021-06-24,12:13:16.003000
6923,MULTI XPRESS 6122FN,128,2021-06-24,14:28:16.948000
6924,E6440,447,2021-06-25,10:30:37.682000
6925,-,769,2021-06-25,13:39:55.591000
4716,LATITUDE E7440,447,2018-08-01,11:23:17.955000
4718,5416,448,2018-08-01,13:31:21.572000
4719,XD120F,448,2018-08-01,13:32:39.830000
4720,PAVILION dv5,449,2018-08-01,14:22:37.241000
4721,78682,447,2018-08-01,15:29:39.685000
4722,XP-201,441,2018-08-03,11:40:49.608000
4724,480,476,2018-08-03,16:01:23.670000
4725,1422,439,2018-08-04,10:17:35.378000
4726,SATELITE L50T,504,2018-08-04,14:08:02.477000
4729,2010,557,2018-08-06,11:40:36.329000
4731,M267A,441,2018-08-06,15:50:46.663000
4732,M6-1162LA,449,2018-08-06,16:02:03.236000
4734,GT-S85,441,2018-08-07,12:23:53.038000
4735,L395,441,2018-08-07,18:55:36.466000
4736,cm1312,449,2018-08-08,10:21:02.844000
4737,lj 1536,449,2018-08-08,10:22:19.295000
4739,LCD Y PC ,485,2018-08-08,12:39:41.318000
4740,1035 MFP,384,2018-08-08,13:01:11.685000
4741,2700DW,442,2018-08-08,13:03:01.495000
4742,7440,442,2018-08-08,13:05:14.220000
4744,MF4370,443,2018-08-08,13:43:50.829000
4745,F157000,443,2018-08-08,16:50:02.528000
4746,14-AL001LA,449,2018-08-09,09:33:40.285000
4747,LJ M176N,449,2018-08-09,09:59:40.124000
4748,XPS,447,2018-08-09,12:59:14.796000
4750,8710DW,442,2018-08-10,11:57:43.021000
4751,DESKJET 3050,449,2018-08-10,12:37:44.585000
4752,TX100,441,2018-08-10,12:39:32.854000
4753,SATELLITE S55-85289,504,2018-08-10,14:30:11.913000
4754,6555N,128,2018-08-13,13:00:34.650000
4755,S1922,481,2018-08-15,13:27:10.102000
4757,N16C2,373,2018-08-15,14:46:09.916000
4758,D5069,449,2018-08-15,15:52:34.628000
4759,P1010,449,2018-08-15,15:53:05.166000
4761,MFP M127,449,2018-08-16,11:13:52.920000
4762,K43E,567,2018-08-16,11:17:02.954000
4763,OFFJET 8500,449,2018-08-16,12:14:57.131000
