ID del Cliente,Edad del Niño,Sexo del Niño,Nivel de Estudios del Padre,Duración de la Subscripción (meses),Plan de Subscripción,Ingresos del Hogar (USD),Gasto Total en Subscripción (USD),Número de Sesiones por Semana,Nivel de Satisfacción del Cliente,Churn,Valor del Tiempo de Vida (LTV)
605,6,Masculino,Undergraduate,19.0,Básico,41103.92,133.0,2.99,3.44,1,866.14
606,13,Masculino,Graduate,6.0,Premium,54720.59,84.0,2.32,4.63,1,1139.04
607,4,Masculino,Graduate,8.0,Básico,57095.76,56.0,3.63,3.24,1,1041.13
608,11,Masculino,High School,22.0,Básico,64059.91,154.0,2.0,3.06,1,1042.13
609,8,Femenino,Graduate,16.0,Básico,35325.17,112.0,3.22,3.84,1,709.64
610,16,Femenino,Undergraduate,2.0,Básico,71101.71,14.0,3.81,4.16,1,923.73
611,7,Masculino,Undergraduate,8.0,Básico,55421.23,56.0,1.59,3.88,1,973.0
612,11,Masculino,High School,6.0,Básico,59123.43,42.0,3.39,4.46,1,942.05
613,10,Masculino,Graduate,16.0,Básico,46685.87,112.0,2.28,3.42,1,989.98
614,5,Masculino,High School,23.0,Básico,36077.86,230.0,1.0,3.8,0,858.68
615,4,Femenino,Undergraduate,11.0,Básico,51090.87,77.0,3.43,3.52,1,756.06
616,15,Masculino,High School,17.0,Básico,52809.43,119.0,2.22,3.9,1,926.09
617,14,Femenino,Graduate,23.0,Básico,29218.58,161.0,2.08,3.52,1,679.49
618,7,Masculino,Undergraduate,24.0,Premium,61899.28,480.0,5.1,4.82,0,1621.1
619,11,Femenino,Graduate,11.0,Básico,64947.87,77.0,3.01,3.81,1,990.49
620,15,Femenino,High School,8.0,Básico,39055.03,56.0,2.94,2.79,1,527.27
621,5,Femenino,Undergraduate,22.0,Básico,34661.22,154.0,2.88,3.01,1,644.81
622,6,Femenino,Undergraduate,9.0,Premium,45455.58,126.0,2.59,4.36,1,790.81
623,15,Masculino,Graduate,16.0,Premium,50358.43,224.0,5.39,4.0,1,1224.31
624,4,Femenino,Graduate,8.0,Básico,46037.43,56.0,2.15,3.85,1,765.35
625,4,Femenino,High School,9.0,Básico,49086.23,63.0,4.16,4.27,1,690.57
626,16,Femenino,Undergraduate,31.0,Premium,53322.17,620.0,5.43,4.81,0,1379.76
627,6,Femenino,High School,2.0,Básico,29475.97,14.0,3.49,3.14,1,419.03
628,14,Femenino,Undergraduate,16.0,Básico,31200.57,112.0,2.97,4.28,1,631.85
629,8,Femenino,High School,6.0,Básico,20000.0,42.0,2.05,4.43,1,417.08
630,15,Masculino,Undergraduate,21.0,Básico,64138.18,210.0,2.75,3.62,0,1249.44
631,6,Masculino,Undergraduate,21.0,Básico,50228.41,147.0,2.23,3.7,1,1009.58
632,4,Masculino,Undergraduate,19.0,Básico,65717.77,133.0,2.87,3.67,1,1178.45
633,4,Masculino,Undergraduate,8.0,Básico,32933.93,56.0,3.64,3.99,1,707.86
634,11,Femenino,Graduate,19.0,Premium,50366.11,380.0,5.64,4.66,0,1205.84
635,13,Masculino,Undergraduate,24.0,Básico,53222.4,240.0,4.05,3.79,0,1163.9
636,14,Masculino,High School,21.0,Premium,41573.26,420.0,4.95,4.98,0,1193.28
637,15,Masculino,Graduate,12.0,Básico,26698.58,84.0,2.59,4.69,1,772.83
638,16,Femenino,High School,5.0,Básico,76188.07,35.0,2.34,2.77,1,841.77
639,16,Femenino,Undergraduate,24.0,Básico,70989.25,168.0,3.38,3.62,1,1048.52
640,15,Femenino,Undergraduate,31.0,Premium,44271.02,620.0,4.96,4.15,0,1257.41
641,17,Femenino,Undergraduate,29.0,Premium,57653.41,580.0,6.79,5.0,0,1392.47
642,5,Masculino,High School,24.0,Premium,42728.14,480.0,4.1,4.28,0,1233.29
643,16,Masculino,Undergraduate,18.0,Básico,35068.95,126.0,3.11,2.9,1,752.26
644,6,Masculino,Graduate,14.0,Premium,77408.92,196.0,6.63,5.0,1,1610.52
645,5,Masculino,Undergraduate,2.0,Básico,25169.47,14.0,1.0,4.07,1,567.86
646,6,Masculino,Undergraduate,30.0,Premium,45717.44,600.0,8.78,5.0,0,1581.68
647,10,Masculino,Undergraduate,25.0,Premium,51264.86,500.0,5.58,4.78,0,1514.42
648,4,Masculino,High School,12.0,Básico,74768.55,84.0,1.0,3.4,1,1102.11
649,13,Femenino,Undergraduate,2.0,Básico,63448.83,14.0,3.02,4.31,1,855.47
650,11,Femenino,Graduate,10.0,Básico,24916.25,70.0,2.77,3.12,1,512.97
651,16,Femenino,High School,1.0,Básico,49958.75,7.0,2.98,3.54,1,615.28
652,13,Masculino,High School,4.0,Básico,50315.9,28.0,3.86,3.55,1,779.26
653,13,Masculino,High School,12.0,Básico,46574.92,84.0,3.61,3.14,1,777.36
654,13,Femenino,Undergraduate,14.0,Premium,59297.14,196.0,5.75,4.59,1,1008.14
655,17,Masculino,Graduate,4.0,Básico,28863.4,28.0,3.58,4.27,1,699.81
656,5,Femenino,High School,9.0,Básico,43870.46,63.0,2.23,3.73,1,619.34
657,6,Masculino,Undergraduate,6.0,Básico,57182.28,42.0,4.18,4.16,1,994.24
658,12,Femenino,High School,6.0,Premium,60193.64,84.0,2.98,4.43,1,816.75
659,10,Femenino,Graduate,10.0,Básico,52241.29,70.0,2.81,3.82,1,846.24
660,7,Masculino,High School,14.0,Básico,45674.12,98.0,2.53,3.11,1,781.05
661,13,Femenino,Undergraduate,27.0,Premium,48200.88,540.0,6.52,4.69,0,1244.0
662,8,Femenino,Graduate,30.0,Premium,61106.11,600.0,3.53,4.52,0,1551.95
663,5,Femenino,Graduate,18.0,Básico,50508.51,126.0,1.0,3.34,1,861.86
664,16,Masculino,Undergraduate,6.0,Básico,34372.29,42.0,3.22,3.8,1,696.91
665,14,Masculino,Undergraduate,18.0,Básico,31497.54,126.0,3.21,3.57,1,749.79
666,16,Femenino,Undergraduate,20.0,Básico,27655.44,140.0,4.56,3.72,1,596.65
667,11,Masculino,High School,16.0,Básico,71833.71,112.0,1.46,4.87,1,1181.3
668,7,Masculino,High School,15.0,Básico,62111.93,105.0,3.62,4.18,1,1028.5
669,12,Femenino,Undergraduate,16.0,Básico,48402.68,112.0,5.17,4.24,1,799.95
670,8,Femenino,High School,8.0,Básico,43193.11,56.0,2.16,3.31,1,588.29
671,16,Femenino,High School,18.0,Premium,41391.05,252.0,3.66,4.28,1,791.81
672,12,Femenino,Undergraduate,23.0,Básico,66398.56,161.0,2.39,3.41,1,985.69
673,7,Masculino,Graduate,11.0,Básico,78566.5,77.0,2.48,3.64,1,1379.13
674,13,Femenino,Undergraduate,7.0,Básico,40919.11,49.0,3.43,2.75,1,589.53
675,8,Masculino,High School,17.0,Básico,67076.23,119.0,1.94,2.6,1,1011.94
676,12,Masculino,High School,18.0,Básico,50420.19,126.0,4.36,3.55,1,888.62
677,11,Femenino,Graduate,27.0,Premium,46813.57,540.0,3.43,4.51,0,1332.4
678,6,Masculino,High School,28.0,Premium,72563.21,560.0,2.99,4.28,0,1649.5
679,4,Femenino,High School,24.0,Premium,49847.51,480.0,6.06,5.0,0,1105.63
680,6,Masculino,Undergraduate,30.0,Premium,54445.47,600.0,2.19,3.68,0,1607.46
681,7,Masculino,Undergraduate,18.0,Premium,53724.11,252.0,5.39,4.37,1,1219.59
682,5,Masculino,Undergraduate,15.0,Básico,25616.01,105.0,5.45,4.85,1,730.44
683,4,Masculino,High School,28.0,Premium,54326.17,560.0,5.38,4.73,0,1473.47
684,10,Femenino,High School,35.0,Premium,41559.62,700.0,3.32,4.77,0,1218.63
685,11,Masculino,Graduate,22.0,Básico,28682.7,220.0,2.68,4.56,0,970.03
686,10,Masculino,High School,22.0,Básico,42242.94,154.0,2.62,3.18,1,808.77
687,17,Masculino,Undergraduate,1.0,Básico,42119.17,7.0,3.29,3.61,1,736.46
688,8,Masculino,Graduate,34.0,Premium,65448.24,680.0,6.79,4.74,0,2074.37
689,15,Masculino,Undergraduate,16.0,Básico,34043.16,112.0,1.96,2.41,1,693.54
690,4,Femenino,Undergraduate,5.0,Básico,38152.29,35.0,3.95,3.64,1,592.32
691,10,Femenino,High School,3.0,Básico,53530.82,21.0,2.91,4.02,1,681.71
692,16,Masculino,Undergraduate,23.0,Básico,30113.09,230.0,3.79,4.03,0,886.42
693,10,Femenino,Graduate,10.0,Básico,40114.9,70.0,2.04,3.72,1,709.57
694,12,Masculino,Graduate,19.0,Básico,25032.85,133.0,4.09,3.63,1,745.54
695,6,Masculino,High School,5.0,Básico,63800.17,35.0,2.14,3.1,1,910.83
696,12,Femenino,High School,7.0,Básico,45479.55,49.0,3.08,4.25,1,644.67
697,17,Femenino,Graduate,19.0,Premium,49761.23,380.0,4.3,4.34,0,1182.11
698,4,Masculino,Graduate,3.0,Básico,63740.15,21.0,1.27,3.4,1,1093.56
699,4,Femenino,Graduate,13.0,Básico,39165.97,91.0,2.95,3.67,1,719.6
700,17,Masculino,High School,13.0,Básico,45320.19,91.0,2.69,4.27,1,833.41
701,7,Femenino,Undergraduate,10.0,Básico,34155.08,70.0,1.61,3.81,1,595.94
702,12,Masculino,Graduate,2.0,Básico,34122.44,14.0,2.16,2.78,1,652.62
703,9,Femenino,Undergraduate,6.0,Básico,36191.26,42.0,3.3,3.07,1,551.64
704,16,Masculino,Undergraduate,13.0,Premium,42612.64,182.0,5.66,4.94,1,1034.62
705,14,Masculino,High School,4.0,Básico,44228.07,28.0,2.82,3.53,1,711.51
706,6,Masculino,Undergraduate,12.0,Básico,54329.48,84.0,2.42,3.26,1,955.98
707,4,Femenino,High School,15.0,Básico,36631.75,105.0,1.0,3.71,1,591.04
708,7,Masculino,Undergraduate,13.0,Premium,54794.49,182.0,3.49,4.51,1,1156.19
709,15,Masculino,Graduate,12.0,Premium,57275.02,168.0,7.0,4.9,1,1300.96
710,16,Femenino,Undergraduate,14.0,Básico,42982.67,98.0,2.33,3.86,1,713.41
711,12,Femenino,Graduate,23.0,Básico,37929.13,230.0,3.86,3.58,0,851.56
712,6,Femenino,High School,19.0,Básico,51276.19,190.0,3.37,4.46,0,833.08
713,15,Masculino,Undergraduate,19.0,Premium,46956.24,380.0,7.58,4.63,0,1308.21
714,12,Masculino,Graduate,27.0,Premium,53305.28,540.0,8.93,5.0,0,1746.43
715,10,Masculino,High School,13.0,Básico,73548.0,91.0,2.58,4.23,1,1141.98
716,15,Femenino,High School,21.0,Básico,51029.56,147.0,3.65,3.04,1,728.42
717,17,Femenino,Undergraduate,1.0,Básico,40411.54,7.0,2.55,3.34,1,572.24
718,7,Masculino,High School,19.0,Básico,36636.66,190.0,4.92,4.55,0,862.52
719,6,Masculino,Graduate,1.0,Básico,37216.98,7.0,4.38,4.46,1,794.56
720,13,Masculino,Graduate,4.0,Básico,28058.51,28.0,2.88,3.49,1,637.67
721,8,Femenino,Undergraduate,10.0,Básico,63991.15,70.0,2.92,3.22,1,862.04
722,8,Masculino,High School,3.0,Básico,20000.0,21.0,3.89,4.26,1,477.21
723,6,Femenino,Undergraduate,20.0,Básico,57321.57,140.0,2.25,4.04,1,906.18
724,15,Femenino,Graduate,9.0,Básico,36979.04,63.0,2.34,2.89,1,623.28
725,12,Masculino,High School,3.0,Básico,42313.92,21.0,3.67,3.13,1,660.86
726,7,Masculino,Undergraduate,6.0,Básico,36530.19,42.0,2.55,3.62,1,711.95
727,14,Masculino,Undergraduate,11.0,Premium,71687.97,154.0,6.67,5.0,1,1356.26
728,8,Femenino,Undergraduate,23.0,Básico,50244.73,161.0,1.7,3.19,1,814.73
729,7,Femenino,High School,12.0,Básico,61855.68,84.0,1.0,3.54,1,791.59
730,8,Masculino,Graduate,28.0,Premium,69507.9,560.0,6.15,4.49,0,1952.73
731,10,Masculino,High School,35.0,Premium,52451.08,700.0,7.36,4.07,0,1571.02
732,12,Femenino,High School,1.0,Básico,32065.64,7.0,2.57,3.3,1,443.52
733,10,Femenino,Graduate,16.0,Básico,46690.36,112.0,4.1,3.85,1,833.24
734,16,Femenino,Graduate,24.0,Básico,38866.28,168.0,2.36,3.33,1,781.27
735,8,Masculino,High School,5.0,Básico,42447.44,35.0,1.48,2.72,1,654.83
736,13,Femenino,High School,9.0,Básico,48580.64,63.0,2.8,2.65,1,613.27
737,13,Femenino,High School,10.0,Básico,47987.67,70.0,2.78,3.3,1,643.38
738,10,Femenino,High School,18.0,Premium,56181.64,360.0,6.15,5.0,0,1054.63
739,17,Femenino,High School,15.0,Básico,58359.56,105.0,2.36,4.1,1,804.23
740,13,Femenino,High School,12.0,Básico,47987.82,84.0,4.23,4.44,1,707.33
741,8,Masculino,Undergraduate,5.0,Básico,56052.03,35.0,4.5,3.49,1,931.85
742,6,Femenino,Graduate,5.0,Básico,41759.6,35.0,2.36,2.9,1,645.15
743,10,Masculino,Undergraduate,18.0,Básico,69721.7,126.0,3.92,4.03,1,1240.0
744,16,Femenino,Undergraduate,12.0,Básico,41517.33,84.0,2.01,3.72,1,678.3
745,14,Masculino,High School,32.0,Premium,67957.8,640.0,8.01,5.0,0,1726.54
746,14,Masculino,Graduate,3.0,Básico,27858.99,21.0,3.98,2.79,1,579.54
747,5,Masculino,Graduate,31.0,Premium,44293.89,620.0,6.8,4.5,0,1700.25
748,15,Masculino,Graduate,30.0,Premium,45035.33,600.0,6.48,4.8,0,1703.11
749,12,Femenino,Graduate,7.0,Básico,54184.88,49.0,1.0,3.44,1,824.07
750,13,Femenino,Graduate,17.0,Básico,62927.25,119.0,2.22,3.83,1,1014.88
751,13,Masculino,Undergraduate,19.0,Básico,31259.07,133.0,2.24,3.52,1,752.14
752,15,Masculino,High School,18.0,Básico,33380.25,126.0,2.02,3.57,1,702.12
753,4,Masculino,Undergraduate,1.0,Básico,28971.38,7.0,2.39,3.52,1,572.0
754,16,Masculino,Graduate,30.0,Premium,69802.76,600.0,5.97,5.0,0,2043.4
755,9,Masculino,Graduate,24.0,Básico,54464.07,168.0,1.78,3.51,1,1172.45
756,10,Masculino,Undergraduate,5.0,Básico,33734.43,35.0,1.61,3.35,1,653.48
757,17,Femenino,High School,2.0,Básico,43353.58,14.0,2.42,3.35,1,553.5
758,16,Masculino,Undergraduate,1.0,Básico,67726.42,7.0,4.19,3.88,1,1062.6
759,11,Masculino,Graduate,7.0,Básico,45828.21,49.0,2.07,3.66,1,910.96
760,13,Femenino,Undergraduate,11.0,Básico,44942.18,77.0,2.35,3.6,1,699.56
761,12,Masculino,Undergraduate,11.0,Básico,38280.55,77.0,2.34,3.66,1,777.74
762,5,Femenino,High School,18.0,Básico,34625.12,126.0,2.67,4.21,1,614.29
763,14,Masculino,Undergraduate,17.0,Básico,67749.86,119.0,3.39,3.81,1,1194.3
764,13,Femenino,Graduate,2.0,Básico,75108.52,14.0,1.0,2.88,1,981.57
765,5,Masculino,Undergraduate,7.0,Básico,35222.08,49.0,3.35,4.11,1,734.3
766,8,Masculino,Graduate,12.0,Premium,71074.13,168.0,7.95,4.45,1,1453.5
767,16,Femenino,Undergraduate,10.0,Básico,42689.16,70.0,2.02,2.86,1,633.62
768,8,Masculino,Undergraduate,22.0,Básico,58004.72,154.0,1.56,3.48,1,1098.75
769,9,Masculino,High School,21.0,Básico,71153.21,147.0,2.15,3.69,1,1147.23
770,6,Masculino,Graduate,8.0,Premium,47823.85,112.0,4.47,4.06,1,1047.09
771,11,Femenino,Undergraduate,12.0,Básico,45080.87,84.0,2.96,3.4,1,697.76
772,16,Femenino,Undergraduate,3.0,Básico,62016.21,21.0,1.12,2.92,1,779.34
773,4,Femenino,Undergraduate,11.0,Básico,33350.71,77.0,1.15,2.99,1,554.23
774,9,Masculino,Graduate,12.0,Básico,67205.92,84.0,4.14,4.3,1,1281.77
775,7,Masculino,High School,30.0,Premium,52142.14,600.0,4.31,4.82,0,1498.72
776,4,Masculino,Graduate,4.0,Básico,41333.74,28.0,3.51,3.69,1,826.27
777,10,Masculino,High School,16.0,Básico,40937.49,112.0,3.02,3.33,1,756.74
778,12,Masculino,Undergraduate,20.0,Básico,29248.06,140.0,1.0,2.53,1,676.07
779,16,Masculino,High School,18.0,Básico,41957.42,126.0,3.7,4.45,1,844.91
780,7,Femenino,Undergraduate,9.0,Premium,46039.43,126.0,4.52,4.8,1,818.24
781,7,Masculino,Undergraduate,22.0,Básico,34080.6,154.0,2.01,3.05,1,783.17
782,9,Femenino,High School,11.0,Premium,49318.03,154.0,5.27,4.95,1,805.04
783,15,Masculino,Undergraduate,26.0,Premium,57093.76,520.0,7.21,4.87,0,1614.88
784,6,Masculino,Graduate,15.0,Básico,46797.92,105.0,3.11,3.48,1,985.88
785,16,Masculino,High School,1.0,Básico,59940.89,7.0,4.24,4.07,1,890.71
786,15,Femenino,Graduate,3.0,Básico,37892.9,21.0,3.41,3.31,1,610.71
787,9,Femenino,Undergraduate,10.0,Premium,65050.74,140.0,2.84,4.22,1,991.35
788,10,Femenino,Undergraduate,22.0,Básico,51827.22,154.0,2.19,3.5,1,838.77
789,14,Femenino,High School,17.0,Básico,73178.86,119.0,5.88,3.93,1,942.36
790,13,Femenino,High School,35.0,Premium,86213.26,700.0,6.39,5.0,0,1630.92
791,13,Masculino,High School,19.0,Premium,42946.35,380.0,9.85,5.0,0,1165.41
792,6,Masculino,High School,9.0,Básico,43564.04,63.0,3.8,3.38,1,734.51
793,10,Femenino,High School,3.0,Básico,46306.37,21.0,2.91,2.75,1,559.37
794,17,Femenino,Undergraduate,13.0,Básico,58935.53,91.0,3.43,2.69,1,806.51
795,6,Femenino,Graduate,3.0,Básico,69889.55,21.0,2.36,3.4,1,960.95
796,16,Masculino,Graduate,16.0,Premium,40207.87,224.0,3.99,4.23,1,1105.86
797,16,Masculino,Undergraduate,2.0,Básico,55718.66,14.0,3.08,3.72,1,916.25
798,5,Masculino,High School,29.0,Premium,47961.09,580.0,7.32,4.97,0,1438.79
799,15,Masculino,High School,20.0,Premium,59271.64,280.0,5.6,4.06,1,1183.22
800,17,Masculino,Undergraduate,13.0,Básico,72641.87,91.0,3.55,2.8,1,1158.57
801,13,Masculino,High School,24.0,Premium,46395.08,480.0,7.58,5.0,0,1313.35
802,7,Femenino,Undergraduate,22.0,Básico,24951.98,154.0,1.56,3.38,1,566.75
803,15,Masculino,Undergraduate,16.0,Básico,61158.53,112.0,2.55,3.3,1,1075.0
804,11,Femenino,Undergraduate,18.0,Básico,37509.42,126.0,1.72,2.51,1,620.55
805,16,Masculino,Undergraduate,7.0,Básico,47853.26,49.0,2.24,3.68,1,861.23
806,12,Femenino,Graduate,18.0,Premium,61805.46,360.0,3.27,4.92,0,1321.83
807,10,Masculino,Graduate,4.0,Básico,54460.92,28.0,1.77,3.49,1,986.33
808,4,Masculino,Undergraduate,14.0,Premium,48474.2,196.0,7.53,4.6,1,1102.13
809,6,Masculino,Graduate,10.0,Básico,41361.77,70.0,1.48,3.32,1,857.44
810,16,Masculino,Graduate,9.0,Básico,20000.0,63.0,3.19,2.96,1,542.23
811,15,Femenino,Undergraduate,7.0,Básico,60474.81,49.0,2.5,4.03,1,846.62
812,17,Femenino,Undergraduate,20.0,Premium,46205.72,400.0,7.47,4.97,0,1099.27
813,12,Femenino,Undergraduate,33.0,Premium,72700.04,660.0,7.17,4.19,0,1580.47
814,15,Femenino,Graduate,8.0,Básico,55970.42,56.0,3.86,3.62,1,860.57
815,4,Masculino,Graduate,24.0,Premium,41883.12,480.0,5.86,4.92,0,1511.03
816,12,Femenino,High School,11.0,Básico,66003.05,77.0,2.57,3.35,1,813.95
817,11,Masculino,Undergraduate,5.0,Básico,67266.94,35.0,1.54,3.17,1,1048.09
818,4,Masculino,Undergraduate,7.0,Premium,46714.52,98.0,8.32,4.55,1,959.08
819,9,Masculino,Undergraduate,15.0,Premium,67904.67,210.0,4.76,4.82,1,1367.46
820,8,Femenino,High School,21.0,Premium,41670.38,294.0,5.8,4.47,1,840.56
821,9,Masculino,Graduate,28.0,Premium,52394.72,560.0,7.49,4.07,0,1699.67
822,13,Masculino,Undergraduate,13.0,Básico,58571.13,91.0,2.31,3.28,1,1017.06
823,15,Masculino,Graduate,13.0,Premium,61771.72,182.0,8.06,5.0,1,1385.63
824,16,Masculino,Graduate,9.0,Básico,59322.83,63.0,3.83,3.57,1,1102.02
825,16,Masculino,Graduate,11.0,Básico,45010.14,77.0,4.79,4.83,1,1014.42
826,16,Femenino,Undergraduate,11.0,Básico,66405.46,77.0,2.6,3.73,1,918.47
827,8,Masculino,Undergraduate,23.0,Básico,48133.59,161.0,1.25,3.42,1,984.07
828,9,Femenino,High School,16.0,Básico,41464.59,112.0,2.09,3.35,1,624.94
829,8,Femenino,Undergraduate,10.0,Básico,41684.93,70.0,2.74,3.51,1,655.94
830,14,Femenino,High School,24.0,Básico,79099.83,240.0,2.99,3.47,0,1083.9
831,15,Femenino,Undergraduate,12.0,Básico,38870.25,84.0,2.61,3.37,1,634.8
832,8,Femenino,High School,6.0,Básico,69374.53,42.0,1.0,3.47,1,818.12
833,7,Femenino,High School,12.0,Básico,32968.0,84.0,2.94,3.12,1,512.69
834,6,Masculino,High School,10.0,Básico,57318.58,70.0,4.37,3.34,1,891.01
835,6,Masculino,High School,23.0,Premium,54456.25,460.0,6.3,4.34,0,1343.6
836,7,Masculino,Graduate,23.0,Premium,74318.4,460.0,6.61,5.0,0,1918.2
837,12,Femenino,Graduate,9.0,Premium,40183.97,126.0,6.06,4.97,1,838.42
838,5,Femenino,Undergraduate,9.0,Básico,36040.04,63.0,2.73,3.7,1,602.23
839,12,Masculino,High School,12.0,Premium,48252.34,168.0,7.6,4.53,1,964.54
840,4,Femenino,High School,18.0,Básico,74972.03,126.0,2.66,3.84,1,961.13
841,17,Femenino,High School,8.0,Básico,36737.62,56.0,2.82,3.51,1,538.8
842,4,Masculino,High School,11.0,Básico,20000.0,77.0,1.47,3.4,1,491.77
843,8,Femenino,Graduate,12.0,Premium,50896.52,168.0,4.43,4.16,1,955.91
844,9,Masculino,High School,9.0,Básico,64242.84,63.0,2.91,3.66,1,977.43
845,9,Masculino,Undergraduate,8.0,Básico,34792.91,56.0,2.28,3.24,1,685.07
846,6,Femenino,High School,3.0,Básico,62718.98,21.0,2.71,3.16,1,725.57
847,10,Femenino,High School,17.0,Básico,34461.34,119.0,3.11,3.99,1,596.72
848,12,Masculino,Undergraduate,7.0,Premium,47801.62,98.0,7.45,4.32,1,958.11
849,14,Masculino,Undergraduate,15.0,Básico,61290.23,105.0,4.22,4.13,1,1118.26
850,15,Femenino,High School,14.0,Básico,32188.02,98.0,3.08,3.96,1,556.0
851,13,Masculino,High School,18.0,Básico,52722.7,126.0,1.56,2.87,1,876.51
852,11,Femenino,Undergraduate,21.0,Premium,68224.6,420.0,4.58,4.24,0,1301.33
853,9,Masculino,High School,20.0,Básico,57109.01,140.0,2.64,3.42,1,970.15
854,15,Masculino,High School,22.0,Básico,39190.61,154.0,1.16,3.37,1,786.06
855,11,Femenino,Graduate,4.0,Básico,72780.78,28.0,4.12,3.75,1,1018.66
856,15,Femenino,Undergraduate,30.0,Premium,59875.89,600.0,5.71,4.89,0,1428.71
857,8,Femenino,Undergraduate,20.0,Básico,22093.28,200.0,2.91,4.46,0,637.71
858,11,Femenino,Undergraduate,6.0,Básico,62963.65,42.0,4.1,3.57,1,841.43
859,13,Femenino,Undergraduate,6.0,Básico,41429.39,42.0,2.24,2.59,1,579.92
860,15,Masculino,Undergraduate,11.0,Básico,52948.45,77.0,3.57,4.13,1,983.58
861,7,Femenino,Undergraduate,17.0,Básico,65120.06,119.0,2.36,4.31,1,975.99
862,13,Masculino,Graduate,29.0,Premium,41755.93,580.0,6.02,4.91,0,1640.84
863,11,Masculino,High School,3.0,Básico,25316.11,21.0,1.96,2.85,1,458.24
864,13,Masculino,Undergraduate,18.0,Premium,72583.18,360.0,8.8,5.0,0,1616.36
865,15,Masculino,Undergraduate,27.0,Premium,67468.75,540.0,5.94,4.29,0,1729.6
866,5,Femenino,Graduate,3.0,Básico,48691.16,21.0,3.03,3.93,1,760.66
867,15,Masculino,Undergraduate,21.0,Premium,62801.32,294.0,3.69,3.92,1,1352.82
868,15,Masculino,Undergraduate,20.0,Premium,44459.2,400.0,8.27,4.91,0,1319.23
869,8,Femenino,High School,11.0,Básico,51454.55,77.0,3.59,3.21,1,677.06
870,12,Femenino,Undergraduate,23.0,Premium,47835.68,460.0,5.35,4.72,0,1162.56
871,7,Masculino,High School,15.0,Básico,45065.84,105.0,2.24,3.26,1,790.79
872,14,Femenino,Undergraduate,5.0,Básico,55389.54,35.0,3.33,3.76,1,768.88
873,9,Femenino,High School,16.0,Básico,31877.32,112.0,4.89,3.99,1,567.2
874,4,Femenino,Undergraduate,16.0,Básico,46226.29,112.0,1.0,2.71,1,702.5
875,12,Femenino,High School,17.0,Básico,54717.19,119.0,3.58,4.03,1,780.9
876,4,Masculino,Undergraduate,9.0,Básico,77571.51,63.0,1.36,3.25,1,1211.27
877,8,Masculino,Graduate,23.0,Básico,32486.99,161.0,2.51,3.01,1,839.9
878,7,Masculino,High School,8.0,Premium,57808.3,112.0,5.33,5.0,1,1034.09
879,16,Femenino,Undergraduate,20.0,Básico,59452.23,140.0,2.64,3.77,1,913.59
880,15,Femenino,Undergraduate,13.0,Básico,21849.22,91.0,2.99,3.52,1,480.7
881,16,Masculino,High School,27.0,Premium,56157.98,540.0,4.9,5.0,0,1486.74
882,16,Femenino,Graduate,3.0,Básico,63204.28,21.0,4.1,4.74,1,961.25
883,17,Femenino,High School,7.0,Básico,58829.79,49.0,1.34,3.2,1,717.35
884,6,Masculino,Undergraduate,34.0,Premium,48741.09,680.0,6.41,4.94,0,1711.45
885,16,Femenino,Undergraduate,11.0,Premium,54998.6,154.0,5.11,4.24,1,907.0
886,9,Masculino,Undergraduate,14.0,Premium,52547.67,196.0,4.14,4.46,1,1142.76
887,5,Femenino,Undergraduate,12.0,Básico,24658.14,84.0,2.54,3.41,1,495.95
888,6,Femenino,High School,15.0,Básico,52899.8,105.0,1.0,3.29,1,718.76
889,8,Femenino,High School,21.0,Básico,44493.94,147.0,2.57,3.68,1,698.39
890,12,Masculino,Graduate,20.0,Básico,39427.67,140.0,1.38,3.56,1,939.9
891,5,Masculino,Undergraduate,3.0,Básico,87274.55,21.0,2.79,3.68,1,1303.94
892,13,Masculino,Graduate,15.0,Premium,68789.24,210.0,4.91,4.13,1,1457.79
893,11,Masculino,Graduate,1.0,Básico,32747.42,7.0,2.28,2.99,1,638.66
894,17,Femenino,Graduate,24.0,Premium,55199.54,480.0,6.14,4.55,0,1360.2
895,5,Masculino,Undergraduate,19.0,Básico,71870.38,133.0,1.56,3.17,1,1222.41
896,14,Masculino,Undergraduate,23.0,Básico,27557.01,230.0,2.88,4.1,0,859.82
897,16,Masculino,Graduate,23.0,Básico,51154.75,161.0,1.55,2.73,1,1067.88
898,8,Femenino,Undergraduate,13.0,Básico,51861.09,91.0,3.16,3.45,1,774.49
899,10,Masculino,High School,12.0,Básico,30882.61,84.0,4.43,4.36,1,672.06
900,11,Femenino,Graduate,6.0,Premium,55693.25,84.0,9.29,5.0,1,962.21
901,4,Femenino,Graduate,24.0,Premium,66743.7,480.0,4.54,4.75,0,1495.8
902,9,Masculino,Undergraduate,24.0,Básico,72620.71,168.0,3.39,3.61,1,1300.27
903,4,Masculino,High School,16.0,Básico,46259.54,112.0,1.0,3.33,1,815.12
904,5,Femenino,Undergraduate,34.0,Familiar,87524.68,1020.0,9.72,5.0,0,2123.79
905,4,Femenino,Graduate,23.0,Básico,20000.0,230.0,3.04,3.94,0,677.27
906,14,Masculino,Graduate,15.0,Básico,55343.25,105.0,2.45,2.72,1,1048.48
907,8,Masculino,High School,16.0,Básico,28815.59,112.0,3.77,3.57,1,636.66
908,13,Masculino,High School,16.0,Premium,51352.74,224.0,5.92,4.86,1,1078.49
