CLIENTE,DESCRIPCION FALLA,INGRESO,FECHA REPARACION,CLUSTER,SIMILITUD COSENO,COHORT
708,"margarita   mantenimiento 
margarita 
cinta 
iva
cinta quedo pendiente del    iva
total  mxp descuento   ",5299.0,14/06/2019,Otros,0.56476414,2019-05-31
712,no imprime ya se le cambio el toner ctoner si tapa receptora pedazo de tela atorado enel transporte de papel requiere mantenimiento iva,380.0,05/06/2019,Impresora Laser,0.4686036,2019-07-19
712,"no enciende  se mojo con una gotera sin eliminador sin contrasea primeramente mantenimiento x derrame  netoa
reparacion de bisagras daadas   netoa
formateo con respaldo  netoa

se recomienda
ssd gb  netono aceptado
lic antivirus kts  ao  netono aceptado

total  netoa",4020.0,26/09/2022,Sistemas,0.2854766,2019-07-19
713,"se queda en pantalla de windows   discos duros daados posiblemente no se recupere la informacion 
informacion recuperada gb
usb",540.0,10/06/2019,Sistemas,0.34977728,2019-05-06
714,trae en el rodillo como pegamento y no llega pinta la letra   reparacion de martillo y mantenimiento iva,450.0,24/06/2019,Sistemas,0.40366054,2019-07-06
777,"corto  jala energia al conectarla a la luz   no nos presento lo de la energia quiza es su energia 

requiere

cambio del rodillo de precion neto
 cambio del rodillo de preseion  neto
 tambor de imagen  iva comprada en compuaccesorios
                                  total neto
contador

total neto",43958.8,02/09/2019,Sistemas,0.3342962,2019-08-23
697,no corta bien el papel   trae daada la cuchilla de corte ,278.0,17/06/2019,Sistemas,0.40221763,2019-05-24
697,"puerto usb daado   puerto usb y servicio ivaa
cambio del cable flex de carro impresor original a

transporte iva
ida y vuelta",2998.0,11/11/2019,Sistemas,0.30128464,2019-05-24
697,"tiene problemas al encendido y marca algunos errores   el plotter esta quebrado del carro lo que provoca los errores de encedido y los erores de impresion 

ya se le quito el error  puede imprimier pero si no se le cambia el carro va seguir con problemas en el encendido e impresion costo del servicio 
costo del transporteiva
costo del carro iva
costo del cabezal cian  neto",9590.0,07/08/2020,Sistemas,0.39275748,2019-05-24
697,"prende pero no carga celiminador completo contrasea  activacion de windows ivaa
mantenimiento ivaa
cambio de punta al eliminador ivaa

total ivaa",1460.0,26/02/2021,Sistemas,0.3866454,2019-05-24
715,"no reconoce los toner ni el generico ni eloriginal   contactos del cartucho daado 
mantenimiento iva

rodillo de calor daado por esa causa saca rayas y manchas 

recubrimiento de rodillo de calor alrededor de iva

se dejo para la basura electronica",900.0,11/06/2019,Impresora Laser,0.5637689,2019-10-06
758,atora las hojas  sin tapa frontal  con  tonners   fusor completo neto mas mantenimiento iva,3360.0,13/08/2019,Impresora Tinta,0.3875866,2022-10-10
758,"no imprime el azul sin accesorios destapado de cabezal  netoa

quiza marque reset  netona

si no destapa se cobran  netoa

no quedo solo imprime negro",1212.8,02/11/2022,Sistemas,0.35022393,2022-10-10
719,"mantenimiento no jala las hojas con toner goma alimentadora de papel   iva
electroiman de la traccion de papel   iva
mantenimiento ",840.0,24/06/2019,Impresora Laser,0.49464196,2019-06-17
725,"no da video   si da vieo pero esta daado del disco duro y manda un mensaje en la pantalla y se pone en negra se le va ofrecer un equipo nuevo

respaldo usb 
cpu nuevo quian core i  de ram gb 

se le envio un correo con la informacion de  cpu nuevo
corre emelycasillashotmailcom",1670.5,02/07/2019,Otros,0.4035708,2019-06-24
727,"no da la suma y no recorre el tiket   mantenimiento  

porta rollos 

total iva",660.0,05/07/2019,Sistemas,0.3450871,2019-01-07
727,"prende no escribe celiminador teclado daado derrame de liquido cafe

mantenimiento ivaaceptado
teclado ivaaceptado

total iva",1600.0,03/04/2020,Sistemas,0.38565907,2019-01-07
933,"no arranca y checar sistema operativo celiminador completo y estuche gris procesador amd arhlon ii  ghr gb de ram ddr a mhz y  de disco duro solido ssd


formateo con respaldo ivaa",2023.0,26/10/2020,Sistemas,0.5156657,2024-04-19
933,"formateo con respaldo eliminador disco duro daado 

dd gb  netoaceptado
dd gb  neto
dd gb  neto

formateo iva",2512.0,28/05/2020,Sistemas,0.38754746,2024-04-19
933,no entra a windows  revision general   formateo con respaldo iva,480.0,15/04/2020,Sistemas,0.29129824,2024-04-19
933,formateo con respaldo windows y office original configuracion del correo   formateo con respaldo iva,580.0,15/04/2020,Sistemas,0.33856165,2024-04-19
933,bisagras daadas   reparacion de bisagras ,800.0,06/06/2020,Sistemas,0.725169,2024-04-19
933,"formatear con respaldo y configurar correo antivirus  instalarle office y  win  pro que es el original scables formateo con respaldo iva
soporte diverso team viewer iva",1130.0,29/06/2020,Sistemas,0.31309724,2024-04-19
933,"fomateo   servicio de team viewer ivaa

formateo con respaldoivaa
carga de programa y configuracion ivaa",1440.0,24/06/2020,Sistemas,0.25959542,2024-04-19
933,formateo  srespaldo scables formato sin respaldo listo   ivaa,400.0,02/07/2020,Sistemas,0.38189003,2024-04-19
933,"formateo crespaldo sclaves
contraea produccion intel core i ta gen gb ram ddr  tb dd
el equipo se comporta con un desempeo menor al que deberia de mostrar

memoria gb ivaa
formate cresp ivaa
mantenimiento ivaa

total iva",3998.0,27/11/2020,Sistemas,0.46525925,2024-04-19
933,"  con eliminador y funda amd athlon ii ned ks gb ddrl  ssd gb tarj graf integrada

se realizo respaldo e instalacion de sistema operativo wind  con software para congelar sistema

iva",1773.0,07/01/2021,Sistemas,0.324923,2024-04-19
933,"no arranca el sistema pantalla azul sin cables intel celeron gwin  progb ddr gb ssd

no presento falla reportada
ventilador de cpu no funciona
ventilador ivaa",7690.0,21/04/2021,Sistemas,0.4566319,2024-04-19
933,"  sin cables intel core i ta genwin  pro  bit gb ddr max gb xgbtb hdd espacio usado gb de tb

ssd gb  netoa",2827.0,14/04/2021,Sistemas,0.4707451,2024-04-19
933,"no da video   intel celeron win  daadogb ddr tb hdd
si da videosolo no entra a sistema
escandisk para reparar errores  netoa

recomendacion
ssd gb  netoa
servicio  netoa
memoria ram gb ddr   netoa

total  netoa",9226.0,12/04/2021,Sistemas,0.4419064,2024-04-19
933,"  sin cables se vendio cpu nuevo ivaa
servicio ivaa

caracteristicas procesador amd athlon ge
gb ddr mas gb que tenia el cpu gb ssd gb win  pro tarjeta de video de gama de entrada puertos usb traseros",2160.0,05/05/2021,Sistemas,0.39938402,2024-04-19
933,"actualizacion formateo con repslado sin cables core  duowin gb ddr gb hdd salud buena gb en uso

ssd gb con sistema ivaa
mantenimiento ivaa
 ram gb iva cu ivaano las detecto no fue posible el incremento se queda con gb

total ivaa",4291.0,22/12/2021,Sistemas,0.47056863,2024-04-19
933,"se acabo la tinta la rellenaron y ahora no imprime bien los colores con cable usb y de energia destapado de cabezal iva a

quiza marque reset y almohadillas si asi fuera se le haria saber",580.0,06/01/2022,Impresora Tinta,0.29325452,2024-04-19
933,"se queda congelada no se le puede instalar el acrobat reader si se cambia disco reinstalar los programas revisar boton y fuente contrasea  vargas   intel xeon win  progb gb hdd

mantenimiento ex ivaa
ssd gb y programas ivaa
configuracion de sistema team viewer hr ivaa

total ivaa

fuente de poder comienza a dar problemas es especial
se tiene que buscra para pasar costo",2840.0,28/01/2022,Sistemas,0.26319107,2024-04-19
933,"imprime con mancha sin toner mantenimiento ivaa
drum remanufacturado ivaa
toner generico  netoa
telilla de fusor ivaa


total  netoa",3840.0,19/09/2023,Impresora Laser,0.6353129,2024-04-19
933,"no la detecta el equipo de computo   si la detecta el equipo 

toner presenta mala calidad entro a garanta
cambio de pad separador  netoa",380.0,02/01/2024,Impresora Laser,0.4133911,2024-04-19
933,"no enciende y formateo sin cables sin contrasea no reconoce el sistema hdd marca en riesgo se recomienda cambio de disco 

mant ivaacep
ssdivaacep

total ivaacep",2060.0,14/09/2023,Sistemas,0.3387946,2024-04-19
933,"imprime con mancha   mant ivaacep
drum generico ivaacep
toner ivaacep


total ivaacep",2210.0,14/09/2023,Impresora Laser,0.53911597,2024-04-19
933,"saca una raya   mantenimiento ivaa
kit de gomas ivaa
remanufactura de unidad de imagen ivaa

total neto  netoa",2572.8,22/09/2023,Impresora Tinta,0.3057473,2024-04-19
933,"no imprime correctamente   destapado de cabezal ivaa
reset ivaa

total ivaa

se comento que tiene que imprimir mucho si no se volvera a tapar",1720.0,22/09/2023,Impresora Tinta,0.46022958,2024-04-19
933,"no entra a windows con eliminador core iwin  progb ddr  maxgbm ssd tb

problema de arranque de la bios no detecta la m como disco de arranque se actualiza bios y no se soluciona el problema

se prueba con disco ssd nuestro y logro arrancar

se llevara a garanta",2464.0,06/11/2023,Sistemas,0.5339187,2024-04-19
933,"no cierra la puerta   toner daado  netoa
drum se dao por derrame de toner reman ivaa
mantenimiento mucho toner derramado ivaa

total  netoa",2330.0,16/01/2024,Impresora Laser,0.58056545,2024-04-19
933,"cambiar disco por uno de estado solido e incrementar memoria instalacion de software nueva sin respaldo solo con office con eliminador contrasea  core i uwin  homegb ddr  maxgbtb hdd salud buenagb en uso

ssd gb   netoa
 modulos ram gb cu  netoa
lic antivirus  kaspersky prem  netono aceptado
case hdd  netoa
memoria usb gb  netoa

total  netoa",10917.8,12/03/2024,Sistemas,0.43633923,2024-04-19
933,"esta dando problemas al encendido se prende y apaga el teclado y se escucha que se activa el ventilador y no carga el software despues de varios intentos enciende y de ahi en adelante trabaja normalmente contrasea      sin eliminador cire i uwin gb ddr  maxgbgb ssd salud buenagb en uso

mantenimiento y formateo  netoa",10195.0,12/03/2024,Sistemas,0.40103495,2024-04-19
933,"revision general con funda y eliminador amd athlon neo kwin gb dde  maxgbgb hdd salud buenagb en uso

requiere mantenimiento exhaustivo y cambio de disco duro mecnico por uno de estado slidmemoria ram  por el procesador que tiene el equipo creemos que ya no es viable invertirle a este equipo

la dejo para basura electronica",1698.0,12/03/2024,Sistemas,0.4626136,2024-04-19
933,"revision general con eliminador intel core duowin  ultgb ddr maxgbgb hdd salud buenagb en uso

trae daada la carcasa de la pantalla quebrada requiere mantenimiento exhaustivo y cambio de disco duro mecnico por uno de estado slido para instalar windows  ya est en su mximo de memoria ram que es de gb y  por el procesador que tiene el equipo creemos que ya no es viable invertirle a este equipo
la dejo para basura electronica",405.0,12/03/2024,Sistemas,0.48664194,2024-04-19
933,"revision general con eliminador mantenimiento y formateo  netoa
eliminador daado eko  netoa

total  netoa",1500.0,12/03/2024,Sistemas,0.34251592,2024-04-19
933,"esta muy lenta respaldar informacion con elimianador contrasea core i mac os catalinagb ddr  maxgb tb ssd salud buenagb en uso

bateria daada causa conflicto original  netoa
formateo sin repaldo  netoa

total  netoa",3080.0,19/04/2024,Sistemas,0.4382087,2024-04-19
933,"esta lenta validar que se puede hacer para mejorar el equipo sin eliminador sin contrasea intel celeron nwin gb ddr  maxgbgb hdd salud buena

mantenimiento ex  netoa
rep  tuercas de bisagra  netoa
ssd gb clonaciona  netoa

total  netoa",9340.0,19/04/2024,Sistemas,0.4634766,2024-04-19
933,"revisin general   cambio de bateria v ahacep

total   ivaacep",580.0,01/06/2024,Impresora Tinta,0.6614077,2024-04-19
933,no respalda   cambio bateria v  ah y servicio ivaa,750.0,12/06/2024,Impresora Tinta,0.6185958,2024-04-19
933,"revisin general   cambio de bateria v ahacep

total   ivaacep",580.0,01/06/2024,Impresora Tinta,0.6614077,2024-04-19
933,"esta muy lento mantenimiento monitor se regresan cables mantenimiento exhaustivo   ivaacep
lavado de gabinete por exceso de azucar
cambio de puerto usb   ivaacep
cambio de hdd a ssd de  gb  netoacep

total neto acep

se llevo el cpu",2985.0,17/07/2024,Sistemas,0.32611126,2024-04-19
933,"formateo sin respaldo   cambio de hdd a ssd de gb  netoacep
cambio hdd por ssd de  gb  neto",2200.0,17/07/2024,Sistemas,0.5780208,2024-04-19
933,"formateo sin respaldo   fuente de almientacin amazon o aliexpress  netoacep
mantenimiento preventivo ivaacep

te de  a  semanas 

total neto acep

se quedo para basura  no sirvio",930.0,06/09/2024,Impresora Tinta,0.32363343,2024-04-19
933,"formateo sin respaldo   mantenimiento exhaustivo ivaacep

total neto acep",1260.0,17/07/2024,Sistemas,0.40923688,2024-04-19
933,"reisin general   cambio de telilla de fusor  netoacep
buen mantenimiento  netoacep

total   ivaacep",2530.0,28/08/2024,Impresora Laser,0.31662896,2024-04-19
933,revisn general   cambio de batera v ah y servicio   ivaacep,570.0,24/09/2024,Impresora Tinta,0.469535,2024-04-19
933,revisin general   cambio de bateria v ah y servicio   ivaacep,570.0,24/09/2024,Impresora Tinta,0.6862561,2024-04-19
933,"revisin general   da voltaje de v y en donde se conecta el regulador da v

se da debaja para el kilo",252.0,12/08/2024,Sistemas,0.3557181,2024-04-19
933,revisin general   cambio de bateria v ah y servicio   ivaacep,650.0,24/09/2024,Impresora Tinta,0.6862561,2024-04-19
933,"se atoran las hojas en los rodillos y las rompe   telilla y lubriccacion a fusor  netoacep
mantenimiento  netoacep


total neto acep",2539.0,28/08/2024,Sistemas,0.37930387,2024-04-19
933,muy lenta ver que se puede hacer para optimizarla   formateo e instalacin de office   ivaacep,580.0,28/08/2024,Sistemas,0.39208353,2024-04-19
933,"al encenderla la pantalla se ve distorcionada en varios monitores que se le pusieron   llego sin encender puerto usb daado

mantenimiento preventivo   ivaacep
cambio de ram ddr gb   ivaacep

total   ivaacep",1320.0,25/09/2024,Sistemas,0.45178023,2024-04-19
728,no prende   reparacion de la fuenteiva,480.0,04/07/2019,Impresora Laser,0.4600904,2019-01-07
720,solo formateo con windows    formateo sin respaldo ,430.0,17/06/2019,Sistemas,0.29194325,2019-06-17
722,no gira y avienta olor a quemado   reparacion del motor de girar iva,480.0,25/06/2019,Sistemas,0.34692463,2019-06-24
729,"revision general    no prende ain con bateria nueva se va a revisar

 y   cambio de bateria  v ah y mantenimiento iva cada uno",960.0,31/07/2019,Impresora Tinta,0.6079552,2019-02-07
729,"revision general    cambio de  baterias y mantenimiento iva

 cambio de baterias y servicio reparacion de tarjeta logica",960.0,31/07/2019,Impresora Tinta,0.6512761,2019-02-07
834,"almohadillas en face terminal y no deja imprimir   cambio de almohadillas iva
reset iva
destapado de cabezal 

total iva",940.0,06/11/2019,Impresora Tinta,0.51200444,2019-05-11
731,"checar boton y no corta el papel   cambio de mecanismo de corte neto boton iva y mantenimiento iva

no acepto nada se entrego nada mas con el boton sin reparacion",2860.0,22/07/2019,Sistemas,0.3596602,2024-07-06
731,"dejo de imprimir sin cable paralelo se checo usb y paralelo sin falla que chequen los cables y el cpu

muy sucia mantenimiento iva",480.0,12/08/2019,Sistemas,0.25647706,2024-07-06
731,revision general   cambio de jakh ,300.0,21/08/2019,Sistemas,0.3047498,2024-07-06
731,"falla en cabezal sale una linea scable cable flex iva

mantemnimiento  iva",680.0,09/09/2019,Impresora Tinta,0.37633377,2024-07-06
731,"falla en cabezal omite una linea y dificulta distinguir los numeros scable swtch  avance papel iva

cable flex  neto

mantenimiento iva",648.0,09/09/2019,Sistemas,0.30786955,2024-07-06
731,jack de energia sin eliminador cambio del jack iva y mantenimniento iva,630.0,09/09/2019,Sistemas,0.38419056,2024-07-06
731,"no prende   daada la fuente 
mosfet  diodos cto osilador la que hace que arranque dao por variacion de voltaje

iva",750.0,02/11/2019,Sistemas,0.35395935,2024-07-06
731,"al parecer trae una pieza quebrada pero que la revicen tapa margarita y cinta cambio de coraza y reparacion de la palanca iva

el cliente no la acepto",650.0,23/10/2019,Otros,0.452131,2024-07-06
731,"estado de error esta cortand e imprimiendo mal con eliminador y cable de energia no trae cortado
cambiar cinta dao los engranes de avance de cinta


mantenimiento ajustes y reparacion del falso iva
cable flex iva
kit de engranes de avance de cintaiva
total iva

se facturo en iva",3790.0,27/11/2019,Sistemas,0.18477604,2024-07-06
731,se qatora el carro y no imprime ccinta stapas equipo muy daado se puede hacer una de refacciones de hueso iva,630.0,16/01/2020,Sistemas,0.35624745,2024-07-06
731,pierde fuerza y no recorre la cinta scables cambio kit de engranes iva,580.0,04/02/2020,Sistemas,0.32418928,2024-07-06
731,"no recorre el papelmarca error al imprimirrevisar la tarjeta scables mantenimiento iva

cable felx iva

reparacion avance de papel iva

total iva",1920.0,16/01/2020,Sistemas,0.24939433,2024-07-06
731,"se le quebro el engrane que recorre la cinta scables mantenimienot iva

engrane avance de cinta seminuevo iva

total iva",1100.0,16/01/2020,Sistemas,0.28866795,2024-07-06
731,"se atasca al estar imprimiendo scables mantenimiento iva

boton avance de papel iva

total iva",1210.0,16/01/2020,Sistemas,0.4205226,2024-07-06
731,"no prendeno imprime y el boton de encendido no funciona scables mantenimiento iva
rep navaja iva
boton de avance iva

total iva",1920.0,04/02/2020,Sistemas,0.3892248,2024-07-06
731,"el boton feed se mantiene presionado y esta duro scables garantia 

se reparo la calza del boton el boton esta en buen estado funcionando al ",100.0,28/01/2020,Sistemas,0.3320109,2024-07-06
731,"no esta imprimiendo correctamente con eliminador y cable de energia cabeza impresora y serv iva de  a  dias noaceptado se regreso sin reparacion

epson no tiene garantia",850.0,25/02/2020,Sistemas,0.3272921,2024-07-06
731,"marca almohadillas   almohadillasy reset iva nos equivocamos en el precio estas son de ivaa

destapado de cabezaliva

se fue a la basura electronica",1540.0,25/02/2021,Impresora Tinta,0.43323064,2024-07-06
731,"  scables destapado de cabezales
cambio de almohadillas


reset iva",150.0,27/03/2020,Impresora Tinta,0.43613967,2024-07-06
731,"    cambio de almoadillas y reset

reset ivaaceptado",150.0,01/04/2020,Impresora Tinta,0.60334635,2024-07-06
731,"reset ccable de energia reset destapado no necesario cambio de almohadillas

reset iva",150.0,30/04/2020,Impresora Tinta,0.5995959,2024-07-06
731,"no recorre la hoja scables si esta recorriendo el papel

mantenimeinto ivaa",350.0,28/08/2020,Sistemas,0.39222783,2024-07-06
731,"no jala bien la segunda hojas   cartucho en mal estado quebrado y atora las hojas

cambio de kit de gomas ivaa

se facturo iva",1060.0,26/06/2020,Sistemas,0.37094235,2024-07-06
731,"problemas con cabezal rev general   esta imprimiendo bien el cabezal


necesita un buen mantenimiento iva esta muy sucia

se factur en   iva",1980.0,09/07/2020,Impresora Tinta,0.46553212,2024-07-06
731,"se escucha un ruido cuando gira enciende no deja imprimir scables servicio de mantenimiento y reparacion de fundido 
ivaa

requiere cambio de toner hace ruido a consideracion del cliente


 se facturo en iva",1400.0,10/07/2020,Impresora Laser,0.5527888,2024-07-06
731,"se le cambiaron  veces los cartuchos y aun asi no da imagen    cambio de cable flex de laser  netono aceptado
 necesita cambio de toner est vacio
 mantenimiento preventivo ivano aceptado

total  neto",1640.8,05/08/2020,Impresora Laser,0.28966326,2024-07-06
731,"el color amarillo sale mal verde scables cabezal daado


est daado requiere cambio de cabezal el costo  es de iva epsonno acep",200.0,30/09/2020,Sistemas,0.30730066,2024-07-06
731,"imprimen mal scables ctinta tanques casi llenos destapado de cabezal ivaa
contador al 

 del reset de la canon pendiente quedaria en iva",1360.0,09/09/2020,Impresora Tinta,0.33931196,2024-07-06
731,"no jala la hoja en el adf scables cambio del mecanismo del adf ivaacep

mantenimiento ivaacep

total iva",1860.0,28/08/2020,Sistemas,0.38559973,2024-07-06
731,"no imprime bien hay que revisar reset   destapado de cabezal iva

se facturo en iva",1060.0,07/09/2020,Impresora Tinta,0.4402158,2024-07-06
731,"imprime mal revisar cuanto le falta para el reset scables c tinta negra llena y colores por mitad reset y cambio de almohadillas iva
contador  ahorita

 del reset de la canon pendiente quedaria en iva

se facturo en iva",1250.0,15/09/2020,Impresora Tinta,0.50312674,2024-07-06
731,"tiene bloqueo de almohadillas   rep de la traccion de papel ivaa
destapado de cabezal ivaa

total iva",1820.0,26/08/2020,Sistemas,0.37382463,2024-07-06
731,jala la hoja de lado   rep de la traccion de papel y destapado de cabezal iva,830.0,28/08/2020,Impresora Tinta,0.34073183,2024-07-06
731,"imprime mal   mantenimiento traia mucha basura y cucarachas muertas ivaa


se facturo en iva",1160.0,07/09/2020,Sistemas,0.41370103,2024-07-06
731,"marca error en el  sistema de tintas scables trae varios detalles el carro se atora trae un engrane de residuo de tinta barrido  no  sincroniza el funcionamiento se queda pensando posible dao en la tarjeta logicaequipo incosteable solo su cabezal esta funcionando bien


se le puede vender el equipo plus con el cabezal del cliente en iva",9800.0,20/10/2020,Impresora Tinta,0.41074222,2024-07-06
731,"no imprime bien los colores   contador al 

y destapado de cabezal iva
con el destapado va requirir reset iva

total iva

se facturo en iva",2143.0,17/09/2020,Impresora Tinta,0.323255,2024-07-06
731,"marca problema de almohadillas   no nos marca problemas de almohadillas si nos deja imprimir

requiere destapado de cabezal iva

se facturo en iva",1060.0,15/09/2020,Impresora Tinta,0.523492,2024-07-06
731,"la tenian guardada y no saben que tiene   requiere mantenimiento iva
rep del sensor de papel iva
mascarilla iva
perilla iva

total iva

se fgacturo en iva",1920.0,20/10/2020,Impresora Tinta,0.39157876,2024-07-06
731,"no imprime bien  cabezal tapado ccable de energia reset cambio de almohadillas y destapado de cabezal ivano acep

se regersa sin reparacion",930.0,22/09/2020,Impresora Tinta,0.35917076,2024-07-06
731,marca error el sistema de tintas c  cartucos de tinta  originales  scables calibracion y ajustes de cabezal iva,400.0,23/09/2020,Impresora Tinta,0.4229781,2024-07-06
731,"hace ruidos al imprimir   mantenimiento ivaa

se facturo en iva",1150.0,10/11/2020,Sistemas,0.45894298,2024-07-06
731,"no imprime correctamente   solicitar cartuchos
destapado de cabezal 

ivaa",480.0,16/10/2020,Sistemas,0.4410574,2024-07-06
731,"instalar cabezal de otra impresora   cambio de cabezal de la orden iva

se facturo en iva",6266.0,20/10/2020,Impresora Tinta,0.41373906,2024-07-06
731,no enciende   sergio reparacion de fuenta daada  ivaa,730.0,28/10/2020,Sistemas,0.4385107,2024-07-06
731,imprime doble scartucho scables cambio de rodillo de presion ivano aceptado,780.0,12/01/2021,Sistemas,0.33895916,2024-07-06
731,"se tapo el cabezal scables mantenimiento al cabezal ivaa

se entrego a felipe

se facturo en iva",400.0,15/12/2020,Impresora Tinta,0.51723164,2024-07-06
731,"atora las hojas mancha las hojas saca las hojas sin imprimir toma las hojas mal scables mantenimiento ivaa
cambio de goma de arrastre ivaa

total ivaa

se facturo en iva",1800.0,20/01/2021,Sistemas,0.3545695,2024-07-06
731,"aveces jala la hoja y aveces no tarda en prender  la pantalla no prende scables mantenimiento  ivaa
soldar cable de panel de control suelto ivaa
marca toner bajo pronto pedira el cambio


total ivaa

se facturo en iva ",3661.0,28/01/2021,Sistemas,0.35875303,2024-07-06
731,"marca atasco de papel scables primeramente mantenimiento a equipo y a banda de transferencia trae mucho toner derramado ivaa

requiere cambio de rodillo fusor completo se regresa sin reparacion",50.0,28/01/2021,Impresora Laser,0.47311202,2024-07-06
731,"marca fin de almohadillas scables c tinta mas de la mitad no esta marcando fin de almohadillas solo no toma las hojas y las almohadillas estan sucias

cambio de almohadillas ivano acep
cambio de goma ivano acep
mantenimiento ivano acep

total iva",1760.0,29/03/2021,Impresora Tinta,0.5968132,2024-07-06
731,"no imprime sin eliminador matenimiento ivaa
navaja y cambio  netoa

total ivaa


se facturo en iva  ",2129.0,21/05/2021,Sistemas,0.3938085,2024-07-06
731,"no enciende   si enciende
cambio de unidad de imagen ellos venden

reset ivaa
mantenimiento ivaa
rodillo  netoa
filmina  netoa

total  netoa",2353.0,24/06/2021,Otros,0.3103427,2024-07-06
731,"no regresa la  navaja y atora la puerta sin cables reparacion de navaja y mantenimiento ivaa

se facturo en iva  ",1260.0,21/05/2021,Sistemas,0.2951388,2024-07-06
731,"problema con el fusor sin cables requiere mantenimiento y cambio de fusor completo est daado por completo el fusor  neto
fusor remanufacturado sobre pedidotiempo de entrega de  a  das hbiles sin garanta no aceptado

fusor completo genrico nuevo  neto
sobre pedido tiempo de entrega de  a  semanas sin garanta  no aceptado

se regresa sin reparacion",1714.0,08/06/2021,Impresora Laser,0.5498528,2024-07-06
731,"atora las hojas se le dio mantenimiento pero no quedo solucionado sin cables marca error ec que es de traccion de papel
cambio de par de clutch ivano aceptada
cambio de tarjeta power pack ivano aceptada

esta imresora sufrio un alto voltaje

se regresa sin reparacion",1748.0,08/07/2021,Impresora Tinta,0.25353473,2024-07-06
731,"prende y queda la pantalla en blanco   buen mantenimiento ivano aceptado
tarjeta logica daada ivano aceptado

total ivano aceptado

se regresa sin reparacion",1560.0,08/07/2021,Sistemas,0.39748776,2024-07-06
731,"esta alarmada por almohdillas sin accesorios primeramente reset ivano aceptado
cambio de almohadillas ivano aceptado

despues ver si requiere de algo mas no se puede validar calidad de impresion ni funcionamiento

se regresa sin reparacion",630.0,30/08/2021,Sistemas,0.3759237,2024-07-06
731,"manguera tronada sin cables cambio de manguera y destapado iva
mangueras  netono aceptado

cabezal cian no imprime si no imprime por que el cabezal esta daado se cobrarian iva por el trbajo invertido",1939.0,28/07/2021,Impresora Tinta,0.40289706,2024-07-06
731,"sensor del toner daado   se intento reparar pero ya estaba muy daado el sendor
requiere cambio de sensor del toner ivaa

se cambio el sensor pero no imprime imagen solo negro se sospecha que la tarjeta se dao",430.0,05/10/2021,Impresora Laser,0.4896578,2024-07-06
731,"pieza daada imagen sin cables sin cartucho requiere cambio de  piezas de salida  netoa
servicio y mantenimiento ivaa

total  netoa

no es posible reparar las piezas ya que esta muy quebradas y tienen una reparacion previa

te  a  dias habiles",1783.45,19/09/2022,Sistemas,0.27837196,2024-07-06
731,"mancha la hoja   mantenimiento  netoa
filmina  netoa

total  netoa

gomas tiene un  o  de vida util aprox  neton",3620.0,01/12/2022,Impresora Tinta,0.38344502,2024-07-06
731,"no enciende sin cables mantenimiento ivaa
reparacion de boton de encendido ivaa

total ivaa

el boton de encendido quedaria muy sencible no presionar muy fuerte",1500.0,20/02/2023,Sistemas,0.3110232,2024-07-06
731,"imprime con una mancha en las hojas de lado izquierdo sin cables toner presenta mala calidad 
buen mantenimiento  netoa
cambio filmina  netoa
cambio goma  netoa

total  netoa",1750.0,27/02/2023,Impresora Laser,0.36416653,2024-07-06
731,"    super mantenimiento muy sucia  netoa
cambio filmina  netoa
cambio rodillo de presion  netoa
cambio goma  netoa

total  netoa",2025.0,27/02/2023,Otros,0.42713296,2024-07-06
731,"cambio de puerto usb y de filmina sin cables con cartucho cambio de puesrto usb ivaa
cambio de filmina la trajo el clientey mtto ivaa

total ivaa",1720.0,22/04/2023,Otros,0.33781445,2024-07-06
731,"boton de encendido falla   primeramente cambio de boton encendido  netoa

si no qyedara funcional se tendria que cambiar la tarjeta logica seminueva sin garantia  netona

si enciende pero la tarjeta logica trae dao se tendria que reemplzar la tarjetano aceptado",1566.0,05/05/2023,Sistemas,0.3296363,2024-07-06
731,"trae pedasos de rodillo rotos sin cables kit de fusor original  meses garantia  netona
kit de fusor generico  meses garantia  netona
servicio  mantenimiento  netono aceptado

se regresa sin reparacion",1680.0,11/05/2023,Impresora Laser,0.34351173,2024-07-06
731,"no jala las hojas sin cables con bandeja de hojas trae una llave dao la traccion de papel  netoa
cambio de goma  netoa

total  netoa",1460.0,13/06/2023,Sistemas,0.2551521,2024-07-06
731,  sin toner y sin cables cambio de sensor y servicio de cambio ivaa,650.0,19/05/2023,Impresora Laser,0.3764839,2024-07-06
731,"se quebro una pieza del contacto del toner   cambio de actuador de toner ivano aceptado


se regresa sin reparacion",650.0,25/05/2023,Impresora Laser,0.6298997,2024-07-06
731,"trae el puerto usb suelto lo desprendieron revisar tarjeta sin cables puerto usb suelto primeramente cambio puerto usb  netono aceptado

si no queda se cobran  neto por el material invertidono aceptado

se tendria que reemplazar la targeta pero no la hay

se regrsa sin reparacion",1100.0,02/06/2023,Sistemas,0.2802493,2024-07-06
731,"no la detecta la computadora cableintegrado primeramente cambio puerto usb ivano aceptado

si despus de cambiarlo no quedar funcional ser necesario el cambio de la tarjeta lgica y no la hay para su reemplazo
si se autoriza el cambio y no quedara funcional se cobraran iva por el material invertido

se regresa sin reparacion",800.0,06/06/2023,Sistemas,0.24360593,2024-07-06
