CLIENTE,COMBINADO,INGRESO
1297,"no encinde al conectarle el cargador hace como que prende y se apaga  ver si podemos respaldar la informacion con eliminador respaldo de informacion ivano aceptado

se regresa sin reparacion",450.0
33,"  sin cables sin cartucho industrias gane buen mantenimiento ivano aceptado
cambio de goma  netono aceptado

total  netono aceptado

no trae tonerse regresa sin reparacion se entrego a pedro",1635.0
20,"daada la bandeja sin cables mantenimiento preventivo ivaa
reparacion de sensor de bandeja ivaa
charola ivano aceptado
transporte ivaa

total ivaa",2190.0
5,"no jala las hojas y las jala las atora mancha las hojas urge sin cables buen mantenimiento ivaa
cambio de goma  netoa
cambio de pad  netoa
actualizacion de firmware ivaa

total  netoa",2053.0
1322,"imprime solo a la mitad de las credenciales con eliminador completo mantenimiento y ajustes ivaa

recomendacion
kit de tarjetas de limpieza piezas  neto te  a  semno aceptado",950.0
121,"pide cambio de almohadillas urge sin cables reset ivaa
almohadillas ivaa

total ivaa",1160.0
264,activacion de office   ivaa,150.0
50,"formateo sin respaldo  ver si se puede cambiar el disco duro con eliminador completo core igb ddr gb hdd salud buena

ssd gb  netoa",2393.0
1309,"se dao el disco duro se lo cambiaron y aumentarion memeoria ram y despuies de  mes comenzo a tardarse como  min en arrancar y una vez denro del sistema se trababa y marcaba errores ya tienen respaldo no trae el boton de encendido ver si se puede poner con eliminador completo contrasea burbuja celeron nwin gb ddr gb hdd salud en riesgo

tapa quebrada

ssd gb  netono aceptado
ssd gb  netono aceptado",6620.0
1180,no permite trabajar en la paqueteria de office con eliminador activacion office ivaa,200.0
1310,"marca mensaje de problema en sistema de tintas sin cables con cartuchos marca cartucho amarillo agotado o daado requiere cambio probamos con uno de asisa y esta imprimiendo correctamente
equipo sucio se recoemienda mantenimieto preventivo ivaa

si depsues vuelve a aparecer ese mensaje puede que sea por que el cabezal ya comienza a daarse",300.0
879,prende pero no da imagen con cable de energia cambio de leds y reparacion de fuente de alimentacion ivaa,500.0
50,"respaldo de usuario enrique y cambio de disco duro ssd de  con eliminador completo core i win  gb ddr  tb hdd salud buena

ssd gb  netoa",2693.0
75,"no la puede conectar a internet wifi marca mensaje de solucionar pero no se soluciona con eliminador sin contrasea intel core i win  homegb ddr gb ssd gb en uso salud buena

activacion de office ivaa
actualizacion de windoes ivaa
controladores de wifi ivaa

total ivaa",9267.0
4,"se atoro hoja y al jalarla daaron algo interno sin accesorios reparacion de la traccion de papel ivaa

reset  almohadillas  de uso aprox",380.0
20,"    cambio de bateria de v  ah y servicio iva


se regresa sin reparacion",570.0
943,"no imprime sin accesorios si es necesario pedir tintas requiere recarga de tinta manual a sistema y cartucho ivano aceptado
reset ivano aceptado
destapado de cabezal ivano aceptado

total ivano aceptado

nota en caso de autorizar se requieren tintas para comenzar a trabajarla",1980.0
1316,se escucha pero no se ve sin cables cambio de leds daados  netoa,680.0
33,"no prende con eliminador completo logistic amd athwin gb ddr gb hdd salud buena

trabajar tarjeta de video ivaa",2750.0
33,"no prende eliminador completo angeles viruete buen mantenimiento muy sucia cambio de pasta termica y reparacion de corto en tarjeta ivano acept

se regresa sin reparacion se entrego a pedro",500.0
142,"mancha las hokas y en ocasiones las arruga sin cables primeramente buen mantenimiento ivaa
filmina daada  netoa
rodillo de presion  netoa

total  netoa

despues validar funcionamiento y ver si requiere de algo mas",2513.0
850,"atora las hojas y mancha y poner un toner generico   cambio de rodillo de presion na
reparacion de selenoides  y buen mantenimiento ivaa
toner a

total sfac a",2440.0
63,"atora las hojas de lado izquierdo  servicio sin cables  tintasa ariba de la mitad buen mantenimiento ivaa
destapado de cabezal ivaa
cambio de almohadillas ivaa

total ivaa

se lijaron piezas para que no provoque atoramientos

reset  almohadillas  de uso aprox ",1424.0
1109,"no imprime bien sin cables cambio de almohadillas ivaa
reset ivaa

total ivaa",960.0
33,"marca error de almohadillas sin cabnles de belleza reset y cambio de almohadillas ivaa

depsues ver si requyiere algo mas

destapado de cabezal ivaa

total ivaa",1920.0
373,"prenden todos los foquitos problemas al tomar la hoja sin cables cambio de goma de arrastre ivaa

reset  almohadillas  de uso aprox",637.0
1332,"ya no prendio sin accesorios si prendio equipo previamente intervenido bables mal acomodados

destapado de cabezal ivaa
reacomodo de cables ivaa

total ivaa",1660.0
373,"marca caja de mantenimiento sin cables con tanques de tinta llenos chipreset y cambio de caja de mtto  netoa

posterior ver si norequiere destapado de cabezal",980.0
901,"en la badeja manual se atoran y en la parte de atras tambien   no presenta el problema de atoramientos

trae toner derramado se sugiere mantenimiento preventivo ivaa",580.0
797,"se fue la luz enciende pero no la levanta fuente de poder sin cables contrasea silvana con fuente de poder evga gd intel pentiumgb ddr tb hdd salud buen agb en uso

mantenimiento ex ivaa
ssdgb  metoa
fuente de poder yeyian  netoa

total  netoa",2118.0
797,"enciende pero marca mensaje  preparando reparacion automatica sin cables sin contrasea mega mantenimiento ex ivaa
cambio de pila bios ivaa
formateo ivaa

total ivaa

no sabemos si nos permita respaldar la informacion",1220.0
1317,"se calienta no abre un videojuego genshin impact dentro del videojuego le movio a los graficos y le cerro el video juego y ya no le permite abrir con eliminador sin contraea core iwin gb ddr gb hdd salud buena
reinstalacion de juego ivaa
ssd gb ivaa
ram gb  netoa
base enfriadora  netoa


total  netoa",5155.0
105,"mantenimiento sin cables tintas debajo de la mitad destapado de cabezal  netoa
cambio de almohadillas  netoa

total  netoa

sin o llegara a destapar se cobrarian  neto por material invertidono aplico",2170.0
473,"clonar informacion a disco ssd gb que no se actualice a windows  sin cables con antena tp link mbps reinstalacion de sistema operativo  netoa
cambio de ventilador del disipador  netoa

total  netoa",1900.0
1331,prende pero no se ve con cable integrado cambio de leds y reparacion de fuente de alimentacion ivano aceptado,900.0
778,"mancha las hojas   cambio de unidad de imagen  netoa
buen mantenimiento ivaa

total  netoa",1170.0
1318,"le ponen la hoja y pita y no hace nada   primeramente mantenimiento ivaa
guia de papel  netoa

total  netoa

despues ver si requiere de algo mas",1065.0
1318,"no imprime bien y toma la hoja chueca   primeramente mantenimiento ivaa
guia de papel  netoa
mascarilla  netoa
carro  netoa

total  netoa

despues ver si requiere de algo mas",2525.0
4,"no jala bien las hojas sin cables no presento falla mencionada 

buen mantenimiento muy sucia ivaa

preguntar si usan hoja especial",480.0
943,"imprime borroso sin cables alineacion y destapado de cabezal ivaa
reset ivaa

 si no queda y marca reset se le cobra solo el reset
 si no queda y no marca reset no se cobra nada

total ivaa no se realizo el reset",1610.0
943,"no saben la falla revision general sin cables primeramente mantenimiento ivano aceptado
cartuchos secos ",440.0
417,"no imprime   el toner es elque no permite que imprima marca toner agotado necesitamos uno para pruebas

generico  netono aceptado


requiere mantenimiento rodillo de presion manchado de toner  netoa",940.0
905,"no  quiere imprimir atasca hojas y  mantenimiento con cable energia integrado no trae toner ni drum
trae etiqteta atorada si imprimen con etiqueta se recomienda que se configure mediante software

primeramente mantenimiento  netoa",630.0
500,"reset y mantenimiento   recomendar fumigar viene infestada de cucarachas

buen mantenimiento netoa
reset netoa

total  netoa",1480.0
63,"destapado de cabezal   destapado de cabezal ivaa
muy tapado quiza no destape

rest al  almohadillas al  de uso aprox",692.0
275,"se han puesto diferentes toner genericos de marcas distintas y no detecta ninguno no deja imprimir manda a pagin apara comprar toner original sin cables con cartucho mantenimiento ivaa
goma  netona",700.0
1323,"revision general sin cables tintas arriba de la mitad cambio de almohadillas caja de mantenimiento con chip de reset  netoa
destapado cabezal ivaa

total  netoa

si no destapa al  se cibra el reset y  parte del destapado iva por material y tiempo invertido",2363.0
1319,"ver si se puede actualizar win    amd sepromwin xpgb hdd salud en riesgogb en uso
mega mantenimiento  neto
ssd gb  neto
 mod gb ram para win   neto
formateo con respaldo iva

se mando su cpu a basura electronica se ofrecio uno seminuevo dell intel core duowin gb ramgb ssd
total  netoa",3234.0
1297,"prendo pero no da imagen con elimiandor completo primeramente mantenimiento muy sucia ivana
despues de esto ver si requiere de algo mas
se tiene que trabajar la tarjeta de video ivana

si no queda se cobrarian iva por material invertido

total ivana

se regresa sin reparacion se cobran ivaa",1700.0
1321,"no arranca sin cables core igb ddr gb hdd salud buena

ssd gb  neto
ssd gb  netoa",3450.0
227,prenden todos los foquitos   cambio de  baterias v ah y servicio iva cua,680.0
1332,"no prende la lampara   reparacion de fuente de alto voltaje y limpieza ivaa

despues de esto ver si requiere cambio de lampara no fue necesario el cambio de la lampara",500.0
1323,"revision general sin cables con tinta en primer linea trae tinta especial para sublimar
destapado de cabezal ivaa

si no llega a destapar se cobra iva por tiempo y material invertidoa",730.0
1323,"no toma las hojas sin cables buen mantenimiento  netono aceptado
kit de gomas bandeja   netono aceptado
cambio de rodillo de presion  netono aceptado
durm generico dr  netono aceptado
toner generico tn  netono aceptado

total  neto cdrum y tonerno aceptado
total  neto sdrum y tonerno aceptado

se regreso sin reparacion",5134.0
199,activacion win y office   reactivacion de windows y office ivaa,400.0
1329,intalar autocad en ingles con eliminador instalacion de autocad ivaa,250.0
548,"marca almohadillas sin cables reset ivaa
cambio de almohadillas ivaa

despue ver si reuiqre de algo mas

total ivaa",1280.0
1318,"se traba al jalar la hoja y el carro se atora encima la letra o la junta no imprime a veces no trae cubierta de encima ni la plastica de guia solo tractor trasero  sin cinta mantenimiento  netoa
cable flex  netona
mascarilla  netoa
cinta  netono aceptada


total  neto scintaa",1830.0
1332,"manda codigos con eliminador reprogramacion de bios  netoa
no trae ram disco duro ni pila de bios

ssd gb  netoa
ram gb  netoa
pila de bios  netoa

total  netoa",1970.0
1318,"se atora carro y golpetea con cinta y tractor trasero sin nada mas mantenimiento  netoa
mascarilla  netoa
perilla  netoa
carro  netoa
cambio de panel  neto puede que se corrija cmttoa
ojo cabeza impresora no imprime un punto puede que se corrija con mtto

total  neto cpanela",3220.0
1324,"estaba en uso con  de bateria y al quererla conectar a cargar aparecio mensaje de restablecioendo pc y de ahi no pasa tarda mucho en restablecer con eliminador contrasea maricruzy amd awin gb ddr  gb hdd salud buena

formateo con respaldo  netoa

se recomienda ssd esta muy lenta",1880.0
125,"    toner vacio ivano autorizado
transporte ivaa
buen mantenimiento ivaa
cambio de filmina mala calidad ivaa
reparacion de charola  ivaa


total stoner ivaa",2530.0
32,pita pide cambio de bateria   cambio de bateria v  ah y servicio ivaa,570.0
98,"revision general no imprime pero al probarla si imprime sin cables imprime correctamente puede ser cuestion de drivers

se recomienda mantenimiento preventivo ivaa",580.0
307,"no detecta el cartucho error e  y no la detecta la computadora   buen mantenimiento ivaa
reparacion de sensores de toner ivaa

total ivaa",1460.0
1205,"imprime las hojas en blanco sin cables almohadillas ivaa
reset ivaa
destapado de cabezal ivaa

total ivaa

en caso de autorizar se requieren tintas de todos los colores",1920.0
81,"mandan imprimir se queda atorada y sigue intentando tomar la hoja   toner presenta mala calidad cambio

buen mantenimiento ivano aceptado
rep de selenoide ivano aceptado
goma  netono aceptado
pad  netono aceptado

total  netono aceptado

se regreso sin reparacion",1140.0
50,"mantenimiento  revisar general en ocasiones pide entrar a bios sin cables contrasea cobranza usuariomary core iwin gb ddr gb hdd salud en riesgo

mantenimiento ex ivaa
ssd gb  netoa

total  netoa",3315.0
98,"imprime con linea blanca   mantenimeinto ivaa
cabezal y cambio  netoa

total  netoa",3033.0
548,"se cambio el drum y no lo detecta sin cables se vendio drum dr en agosto salio mal se aplico garantia

tare toner original rellenado contminando a la unidad de imagen requiere cambio

tn gen  netono aceptado
mantenimiento preventivo ivano aceptado",1720.0
816,"esta muy lenta no funciona si no esta conectada en caso de requerir formateo respaldar con eliminador sin contrasea pentium dual corewin  gb ddr gb hdd salud buena gb en uso

mantenimiento ex ivaa
cambio de pila de bios ivaa
ssd gb  netoa
bateria generica eko  netoa

total  sfacta",2807.0
500,"lo conectan y no prende revisar baterias   cambio de bateria de v  ah y servicio ivaa
reparacion de transistores ivaa

total ivaa",1010.0
26,no recorre el papel con porta pepel mantenimiento y rep del impresor ivaa,290.0
98,pita todo el tiempo   cambio de bateria v  ah y servicio ivaa,570.0
98,prende el foco de error no abre esta muy duro el boton para abrir sin cables mantenimiento y lubricacion a la navaja ivaa,780.0
1129,"no enciende sin cables con  toner primeramente mantenimiento ivaaceptado
goma ivaaceptado
pad ivaaceptado

trae un engrane amarada no sabemos si es por suciedad o requiera cambio no lo hay

total ivaaceptado",1220.0
157,"esta muy lenta  bateria mala dura muy pocos minutos y se paga respaldar informacion en usb con eliminador sin contrasea core iwin gb ddr  max gbtb hdd salud buena  gb en uso

ssd gb  netono aceptado
ram gb queda con gb  netoa
bateria gen eko  netoa
bateria gen oval tech  netono aceptada

total  netoa",4371.0
1129,"no enciende no jalo cartuchos nuevos con eliminador panel daado parece que se mojo no lo hay para su remplazo
primeramente es tratar de configurarla para que detecte los cartuchos
recarga de tinta a sistema vacio iva
se cobran ivaa

imprimir hasta terminarse los cartuchos no es costeable invertirle mas al equipo",550.0
615,"no detecta el toner cable integrado reset  ivaa
mantenimeinto preventivo y ajustes ivaa

total ivaa

toner para impresora hp pw prestamos  netoa",3242.0
1333,"no imprime correctamente   primeramente reset ivaa
cambio de almohadillas ivaa

despues ver si requiere de algo mas

destapado de cabezal ivaa

total ivaa",1720.0
854,"no carga office y genero un usuario temporal   formateo iva
mantenimientoiva
 tuercas daadas iva",1220.0
33,"marca a tasco de papel bandeja quebrada sin cables logistic mantenimiento muy sucia ivano aceptado
destapado de cabezal ivano aceptado
goma de arrastre ivano aceptado

total ivano aceptado

no dieron respuesta se regreso a pedro",1890.0
33,"marca almohadillas sin cables con tintas  negra cian y amarillo carolina reset ivaa
almohadillas ivaa

total ivaa

despues validar calidad de impresion

se entrego a pedro",1260.0
18,no retirar la etiqueta pita   cambio de bateria v  ah y servicio ivaa,880.0
275,"cambio de ssd con respaldo sin cables ssd gb amd sepromwin  gb ddr gb hdd en riesgo gb hdd salud buena

mantenimiento preventivo ivaa
cambio de disco ssd y carga de sistema con respaldo  netoa

total  netoa",2678.0
1330,"revision general   goma 
mantenimientoiva
lubricacion al fusor iva
y rodillos de salida de fusor iva


todo se le corrigio y se quedaron en asisa para la venta",1410.0
1330,"revision general sin cables buen mantenimiento iva

se quedo en asisa para la venta",560.0
1330,"rev general   mantenimiento iva

se quedaron para asisa para la venta",560.0
1330,"revision general sin cables mantenimiento 
goma

todo se corrigio se quedaron para la venta",840.0
598,marca bateria   cambio de bateria v  ah y servicio ivaa,750.0
51,no respalda   cambio de bateria de v a ah y servicio ivaa,680.0
770,"mancha las hojas   buen mantenimiento ivaa
goma bandeja   netono aceptado
goma bandeja   netono aceptado
kit de engranes  netono aceptado

total  netoa",2816.0
770,"no enciende con eliminador completo primeramente mantenimiento ex ivaa

despues de esto ver si requiere de algo mas",450.0
598,esta alarmado   cambio de bateria de v  ah y servicio ivaa,570.0
41,"mantenimiento y revision general sin cables buen manenimiento esta muy sucia ivaaceptado
cambio de filmina  netoaceptado 
camio de goma  netoaceptado
cambio de engrane de movimiento de fusor  netoa
bisagras adf quebradas no se pueden rep  netoa
no se puede validar funcionamiento del adf por el dao en las bisagras

total  neto con bisagrasaceptado",2924.0
598,no enciende   cambio de bateria de v  ah y servicio ivaa,570.0
41,marca un error y no imprime sin cables con tintas arriba de la mitad rep de sensor y rep de traccion de papel ivaa,450.0
50,"siempre que mandan a imprimir enciende el boton de alerta le dan click y ya imprime sin cables con cartucho generico reparacion de sensor de hojas ivaa

nota meter las hojas con mucho cuidado y hasta el tope",250.0
97,"la tapa frontal no cierra se descoencta del internet y se atasca toma varias hojas al imprimir o copiar con cable integrado limpieza ivaa
presenta unas ligeras lineas en la impresion no muy notarias si lo reuqire se puede destapar el  cabezal ivaa

tintas negra magenta y cian por terminarse
color  neto cu x   netoa
negra  neto cua

total  netoa",2524.0
1328,"mandan a imprimir y pide retirar el tambor o mover lengueta verde en ocasiones imprime en ocasiones no con cable integrado reset del drum ivaa
buen mantenimiento ivaa
despues del mtto y del reset el drum presento mala calidad generico dr  netoa

total  netoa",2431.6
716,"se apago y ya no prendio   cambio de  bateras v ah

marca economica duravolt  neto   meses de garantiaa
bateria power sonic net  meses de garantia

primeramente es cambio de baerias estan daadas inchadas y posteriormente ver si requiere algo mas",960.0
104,"imprime bien solo a la mitad vertical cambiaron de toner sin cables con cartucho toner daado que aplique garantia
buen mantenimiento sucia ivaa
cambio de goma ivaa
cambio de filmina ivaa

total ivaa",1160.0
551,"revisarla para ver si sirve revisar bateria  si sirve sin elimnador intel twin gb ddr gb hdd salud buena

se probo con elimiador de asisa si prende equipo muy obsoleto

elimiandor gen eko  netoa
activacin de windws  netoa

total  netoa",1927.0
99,"marca error al imprimmir enciende el indicador de la tinta y de papel en pantalla e en la compu marca error de copatibilidad de cartucho tricolor sin cables tinta por mitad primeramente se tiene que quitar el error e ivano aceptado

despues ver si requiere de algo mas

se regresa sin reparacion",380.0
33,"no toma papel opalina ni blanco urge sin cables gaf collection lubricacion de sistema de traccion y reparacion de traccion de papel ivaa

almohadillas y reset iva a

total ivaa",1120.0
1327,"ver si se puede actualizar y cotizar la bateria con eliminador completo core iwin gb ddr tb hdd sal buena gb uso
mantenimiento ex ivano aceptado
ram gb gb  netono aceptado
ram gb gb  netono aceptado
ssd gb  netono aceptado
ssd gb  netono aceptado
caise  netono aceptado
bateria gen oval  neto    eko  neto
original  netono aceptado
se regreso sin reparacion",6484.0
196,"ya no escribe solo avanza   cambio de bobina del martillo y mantenimiento ivaa

transporte  vuelta ivaa

total ivaa",1680.0
18,pita   bateria v ah y servicio ivaa,750.0
854,"formatear con cargador pentium nwin gb ddr gb hdd salud en riesgo gb en uso

mantenimiento ivaa
ssd gb  netoa

total  netoa",7184.0
1297,"la encienden se prepara y empieza a parapadear el foquito se reinici y hace el mismo proceso sin cables con cartucho buen mantenimiento ivaa
cambio de tarjeta lgica esta daada ivaa

total ivaa

como comentario adicional el tner que trae  presenta mala calidad requiere cambio",1260.0
370,"se atoro una hoja se retiro la hoja y quedo un pedazo marca papel atorado sin cables retiro de hoja atascada

mantenimiento preventivo sucia ivaa

araceli  ernesto martin partida",580.0
1313,cambio de bateria con eliminador bateria original hp  netoa,950.0
943,"marca papel atascado y al mandar imprimir no imprime sin cables requiere mantenimiento ivano aceptdo
cambio de kit de gomas  netono aceptado
para corregir atoramientos

nota vemos que presenta lineas en la impresin mala calidad requiere cambio esta unidad esta agotada con los proveedores y no me dan fecha de entrega dk

se regresa sin reparacion",1630.0
598,esta alarmado   cambio de bateria de v  ah y servicio ivaa,570.0
77,"le cuesta trabajo tomar la hoja cartucho dando problemas sin cable con  cartuchos mantenimiento y reparacion de tierra del cartucho ivaa
cambio de goma  netoa

total  netoa",1477.0
807,"esta lenta ver si se puede cambiar disco a un ssd con eliminador completo contraea  amd ryzen  win gb ddr tb hdd salud buena

ssd gb  netoa",2880.0
373,"no toma las hojas sin cables cambio ensamble de gomas  netoa

se recomienda mantenimiento prev  netono aceptado",1235.0
269,"al usar  aplicacion se apaga con eliminador no enciende 
revision a nivel componente ivaa

reprogramacion de bios ivano aceptado

ai no queda se cobrarian iva por material invertido",950.0
1337,"no enciende con eliminador completo monitor y cable vga celeronwin gb ddrgb hdd salud buena  gb en uso

no presento la falla mencionada

mantenimiento preventivo ivaa
licencia antivirus kasp ivano aceptada",1110.0
55,"no respalda   cambio bateria v a y servicio ivano aceptado

se regresa sin reparacion",570.0
1265,"instalacion de programa visio con eliminador sin contrasea core iwin gb ddr gb hdd salud buena gb en uso

ssd gb  netoa",2844.0
1297,"se va y se viene la imagen al tenerla abierta completamenta  al tenerla entre abierta se ve la imagen con eliminador completo amd awin gb ddr gb hdd salud buena

mantenimiento preventivo cambio de cable flex y cable flex  netoa

pide ajustar fecha y hora cada que enciende cambio de pila de bios ivano aceptado",1933.0
50,"no prende con eliminador se desconecto la bateria y prendio
bateria causando problemas de arranque 
bateria original  netoa
servicio de cambio bateria ivaa
total  netoa

existe el riesgo de que aun con la bateria nueva de problemas ya que no sabemo que tanto afecto al equipo y no tenemos una para hacer pruebas y descartar",1848.0
41,"esta derramando tintas sin cables primeramente limpieza de tinta derramada mucha y acomodo de sistema residual ivaa

despues ver si requiere de algo mas o si continua derramando tina

cambio de goma  netoa

total  netoa",2036.0
598,"hace ruido sin cables buen mantenimiento y lubricacion al fusor ivaa
cambio de goma bandeja   netoa
cambio de rodillo de presion  netoa
cambio de base de engranes de fusor  neto te  a  sem aproxa

total  netoa",2897.0
125,"no imprime   destapado de cabezal ivaa
transporte ivaa

total ivaa

almohadillas  reset  de uso",1700.0
77,"no jala bien las hojas y las atora sin cables mantenimiento ivaa
cambio de kit de goma  netoa

total  netoa",1797.0
943,"no hace todas las funciones sin cables trae un problema en el escaner puede ser el cable flex o la lampara se solicito un cale flex para hacer pruebas ya que no contamos con un equipo igual para hacer pruebas e ir descartando
nota  en caso de requerir cambio de lampara se regresaria sin reparacion ya que no la hay para su reemplazo si es el cable flex ver que mas requiere
cable flex de escaner ivaa
destapado de cabezal ivaa
total ivaa",1520.0
20,"no respalda   cambio de bateria de v  ah y servicio ivano ac
reparacion de mosfet daado ivano aceptado

total ivano aceptado

se regresa sin reparacion",1900.0
110,"prende pero no entra a sistema entre modo seguro se queda cargando y no entra muy sucia sin cables sin contrasea mega mantenimiento super sucia ivaa
disco duro en riesgo se recomienda cambio de disco

ssd gb  neto csistemaa
ram gb  netono aceptado

total  netoa",2433.0
275,"cambio de disco duro con respaldo sin  cables  disco de gb ssd amd awin  progb ddr gb hdd gb de uso salud en riesgo

cambio de disco duro ssd y  carga de sistema con respaldo  netoa",2953.0
352,"de estar trabajando se traba y despues aparece pantalla azul se pone pantalla negra con raya y al encender marca error de disco  al reiniciarla prende normal un buen rato o en ocasiones en poco tiempo vuelve a marcar pantalla azul sin cables se activo office ivaa
cambio de pasta termica ivaa
actualizacion de bios drivers ivaa
total ivaa

nota al cambiar la pasta termica se nota que el discipador esta flojo se conecto correctamente probablemente ese era el problema se conecto el segundo disco y al parecer quedo bien
se la llevo para probar el ",3322.0
20,"no respalda   cambio de bateria de v  ah y servicio ivano ac
reparacion de mosfet ivano aceptado

total ivano aceptado

se regresa sin reparacion",1900.0
142,"  sin cables filmina daada ivaa
servicio de cambiolimpieza ivaa

total ivaa",1920.0
933,"actualizacion formateo con repslado sin cables core  duowin gb ddr gb hdd salud buena gb en uso

ssd gb con sistema ivaa
mantenimiento ivaa
 ram gb iva cu ivaano las detecto no fue posible el incremento se queda con gb

total ivaa",4291.0
724,"se congela y esta muy lenta de repente trabaja bien y derrepente se alenta presebta una panatalla azul sin cables sin contrasea mantenimiento ivaa
ssd gb  netoa
respaldo de la informacion gb ivaa

total  netoa",2983.0
1264,el antivirus dice que esta caducado con eliminador antivirus kaspersky internetb security  ao ivaa,550.0
500,varia la luz y se apaga todo no respalda   cambio de bateria de v  ah y servicio ivaa,620.0
20,"no respalda   cambio de bateria de v  ah y servicio ivano aceptado

se regresa sin reparacion",570.0
645,"no jala las hojas si accesorios tinta amarilla  el resto entre  y  tinta derramada  mantenimiento ivaa
tarjeta de sensor daada ivaa

despues de esto ver calidada de impresion y ver si requiere de algo mas
cambio de encoder daado ivaa

total ivaa",2360.0
816,"esta muy lenta tarda mucho al abrir cualquier programa en caso de ocupar formateo con respaldo con eliminador contraseaamla celeron nwin  gb ddr gb hdd

memeoria ram gb  netoa
ssd gb  netoa
enclouser vorago  netoa

total  netoa

carpetas de respaldo acer y documentos estan vacias
solo en carpeta de descargas tiene  archivos",6206.0
1106,"no imprime en color azul sin cables recarga de tinta manual al sitema y al cartucho destapado de cabezal ivaa


nota puede que marque cabezal",850.0
303,"imprime con manchas en el centro sin cables buen mantenimiento ivaa
cambio de filmina  netoa
rep de  selenoides ivaa
cambio de goma band   netoa

total  sfacta
total  cfact",2276.0
20,"no respalda   cambio de  baterias marca csb de v  ah y servicio ivano aceptado

se regresa sin reparacion",320.0
463,"la bateria nunca carga al  esta muy lenta al enceder tarda aprox  min se estaba trabajando en ella en clase en linea comoenzo  escucharse un ruido en la parte izquierda y no escuchaban lo que decia y se cerraron todas la ventas con eliminador sin contrasea core iwin gb ddr tb hdd salud buena gb en uso

bateria si craga al  en buen estado
mantenimiento ex ivaa
ssd gb  netoa
ssd gb  neto
case  neto",5304.0
26,"al parecer tiene un engrane safado   destapado de cabezal ivaa
reparacion de traccion de sensor de papel ivaa

total ivaa",1030.0
1109,"no imprime   destapado de cabezal ivaa

tanques estan muy resecos requieren cambio iva ya con instalacionse programan para proxima semana aceptado",630.0
1340,"no carga revisar jack de energia y eliminador con eliminador contrasea  no prende se tiene que revisar a nivel componente ivaa

rep de corto ivaa
si no queda se cobran los iva de la revision

slot y memoria daados no poner memoria si no puede provocar corto de nuevo y volver a daarse",850.0
20,"no respalda   cambio de  baterias marca csb de v  ah y servicio ivano aceptado

se regresa sin reparacion",320.0
1338,"parpadean los foquitos y no deja imprimir marca error de papel sin cables tintas negra y cian bajas amarillo y magenta media cambio de almohadillas ivano aceptado
reset ivano aceptado

despues ver que mas requiere

se regreso sin reparacion  se cobraron iva",580.0
901,"al mandar a imprmir hace un ruido sin cables tner derramando mucho y cae en la bandeja del dplex justamente en la parte de los engranes esto provoca que los engranes se ensucien se patinen y no funcionen adecuadamente ocasionando ruido al momento de ponen otro tner sigue presentando ruido ya que los engranes estaban sucios es necesario el cambio de otro tner gen asta   netoa
mantenimiento  por esta ocasion en ivaa

total  netoa",1973.0
1336,"formateo con respaldo antivirus con eliminador contrasea  amd awin gb ddr tb hdd salud buena gb de uso aprox

licencia de antivisur kaspersky  ao ivaa
ssd gb  netoa
enclouser  netoa

total  sfacta",4256.0
26,"los botones no funcionan   mantenimiento reparacion de teclado ivaa
cinta  netoa

total  netoa",796.4
1326,se apago y ya no prendio con eliminador reparacion de tarjeta madre ivaa,800.0
366,prende y se apaga   mantenimiento reparacion de impresor y cambio de engrane  netoa,460.0
1132,no permite trabajar en office con eliminador activacion de office  netoa,232.0
18,revision general   cambio de bateria v  ah y servicio ivaa,880.0
1132,"revision general con eliminador atom nwin  gb ddr gb hdd salud buena
audio y camara en buen estado

mantenimiento preventivo  netoa
formateo con respaldo  netoa
bateria daada gen eko  netoa

total  netoa",2870.0
26,"reparar el rodillo donde salen las hojas sin cables con cartucho rodillo de salida de fusor  netoa
la filmina ya esta desgastada cambio ivaa
buen mantenimiento ivaa

total  netoa",1775.0
896,"prende y al segundo se apaga sin  eliminador se toma el de la orden trabajar tarjeta de video ivaa
mantenimiento ivaa
cambio de valastra y fusible ivaa

total ivaa

si no queda se cobran ivana",2900.0
1347,"se queda trabada al quererla conectar a internet wifi o red sin cables dao en puerto pcie se recupera tarjeta de video sin embargo ya trae dao la tarjeta madre
se puede rescatar su ssd y dvd solamente

procesador core i   ghz terjate madre gigabyte memoria ram gb  netono aceptado",11057.0
735,"activacion de officeantivirus con eliminador completo contraseafamilia equipo muy lento se recomienda ssd gb  netono aceptado

activacion de office ivaa
licencia antivirus anual kaspersky ivaa

total ivaa",2000.0
136,"en ocasiones abre los pdf y en otras no le tienen conectado un monitor externo y al encenderla si tiene conectado el monitor no enciende solo si se le desconecta el monitor externo con eliminador contrasea salvatore activacion de office ivaa
nno presento problemas con los pdf

vinieron por el equipo",200.0
4,"hacen ruido mantenimiento sin cables mantenimiento ivaa
cambio de goma  netoa

total  netoa

cambio de cartucho provoca atoramientos y ruido",1477.0
1358,"instalacion de office esta muy lenta antivirus con eliminador completo  sin contrasea core iwin  homegb ddr  max gbtb hdd gb en uso

licencia antivirus ivaa
ssd gb  netoa
reparacion  tuercas de bisagra ivaa
encloser  case acteck  netoa
ram gb  netono aceptado

total  netoa",10940.0
111,"hace ruido y no jala las hojas   buen mantenimiento ivaa

marcando cartucho bajo",480.0
